Venue;Year;Author;URL;CoAuthorList;Title;Pagination;NoAuthor;AuthorURLs;DOI
CIAA;2004;Jorge Graña;https://dblp.org/pid/g/JorgeGranaGil.html;Manuel Vilares Ferro, Juan Otero, Jorge Graña Gil;Regional Finite-State Error Repair.;269-280;3;https://dblp.org/pid/g/JorgeGranaGil.html,https://dblp.org/pid/o/JOteroP.html,https://dblp.org/pid/v/MVilaresF.html;10.1007/978-3-540-30500-2_25
CIAA;2002;Jorge Graña;https://dblp.org/pid/g/JorgeGranaGil.html;Jorge Graña, Gloria Andrade, Jesús Vilares;Compilation of Constraint-Based Contextual Rules for Part-of-Speech Tagging into Finite State Transducers.;128-137;3;https://dblp.org/pid/68/2186.html,https://dblp.org/pid/g/JorgeGranaGil.html,https://dblp.org/pid/v/JesusVilares.html;10.1007/3-540-44977-9_12
CIAA;2001;Jorge Graña;https://dblp.org/pid/g/JorgeGranaGil.html;Jorge Graña, Francisco-Mario Barcala, Miguel A. Alonso;Compilation Methods of Minimal Acyclic Finite-State Automata for Large Dictionaries.;135-148;3;https://dblp.org/pid/63/5655.html,https://dblp.org/pid/a/MiguelAAlonso.html,https://dblp.org/pid/g/JorgeGranaGil.html;10.1007/3-540-36390-4_12
CIAA;2009;Christoph Koch;https://dblp.org/pid/k/ChristophKoch.html;Christoph Koch;Applications of Automata in XML Processing.;2;1;https://dblp.org/pid/k/ChristophKoch.html;10.1007/978-3-642-02979-0_2
CIAA;2011;Giusi Castiglione;https://dblp.org/pid/g/GiusiCastiglione.html;Giusi Castiglione, Antonio Restivo, Marinella Sciortino;Nondeterministic Moore Automata and Brzozowski's Algorithm.;88-99;3;https://dblp.org/pid/05/2717.html,https://dblp.org/pid/86/6093.html,https://dblp.org/pid/g/GiusiCastiglione.html;10.1007/978-3-642-22256-6_9
CIAA;2010;Giusi Castiglione;https://dblp.org/pid/g/GiusiCastiglione.html;Giusi Castiglione, Cyril Nicaud, Marinella Sciortino;A Challenging Family of Automata for Classical Minimization Algorithms.;251-260;3;https://dblp.org/pid/28/881.html,https://dblp.org/pid/86/6093.html,https://dblp.org/pid/g/GiusiCastiglione.html;10.1007/978-3-642-18098-9_27
CIAA;2009;Giusi Castiglione;https://dblp.org/pid/g/GiusiCastiglione.html;Giusi Castiglione, Antonio Restivo, Marinella Sciortino;On Extremal Cases of Hopcroft's Algorithm.;14-23;3;https://dblp.org/pid/05/2717.html,https://dblp.org/pid/86/6093.html,https://dblp.org/pid/g/GiusiCastiglione.html;10.1007/978-3-642-02979-0_5
CIAA;2000;Todd Wareham;https://dblp.org/pid/w/TWareham.html;Todd Wareham;The Parameterized Complexity of Intersection and Composition Operations on Sets of Finite-State Automata.;302-310;1;https://dblp.org/pid/w/TWareham.html;10.1007/3-540-44674-5_26
CIAA;2003;Jianwen Su;https://dblp.org/pid/s/JWSu.html;Xiang Fu, Tevfik Bultan, Jianwen Su;Conversation Protocols: A Formalism for Specification and Verification of Reactive Electronic Services.;188-200;3;https://dblp.org/pid/07/3368.html,https://dblp.org/pid/97/374.html,https://dblp.org/pid/s/JWSu.html;10.1007/3-540-45089-0_18
CIAA;2000;Jianwen Su;https://dblp.org/pid/s/JWSu.html;Oscar H. Ibarra, Jianwen Su;Generalizing the Discrete Timed Automaton.;157-169;2;https://dblp.org/pid/i/OscarHIbarra.html,https://dblp.org/pid/s/JWSu.html;10.1007/3-540-44674-5_13
CIAA;2018;Yuki Nozaki;https://dblp.org/pid/223/4971.html;Yuki Nozaki, Diptarama Hendrian, Ryo Yoshinaka, Ayumi Shinohara;Enumeration of Cryptarithms Using Deterministic Finite Automata.;286-298;4;https://dblp.org/pid/176/8779.html,https://dblp.org/pid/223/4971.html,https://dblp.org/pid/62/4416.html,https://dblp.org/pid/s/AyumiShinohara.html;10.1007/978-3-319-94812-6_24
CIAA;2019;Shuhei Denzumi;https://dblp.org/pid/97/10871.html;Shuhei Denzumi;New Algorithms for Manipulating Sequence BDDs.;108-120;1;https://dblp.org/pid/97/10871.html;10.1007/978-3-030-23679-3_9
CIAA;2017;Antonis Achilleos;https://dblp.org/pid/44/7660.html;Luca Aceto, Antonis Achilleos, Adrian Francalanza, Anna Ingólfsdóttir, Sævar Örn Kjartansson;On the Complexity of Determinizing Monitors.;1-13;5;https://dblp.org/pid/190/7312.html,https://dblp.org/pid/44/7660.html,https://dblp.org/pid/91/2771.html,https://dblp.org/pid/a/LucaAceto.html,https://dblp.org/pid/i/AIngolfsdottir.html;10.1007/978-3-319-60134-2_1
CIAA;2006;Xiaoyu Song;https://dblp.org/pid/58/3449.html;Guowu Yang, Fei Xie, Xiaoyu Song, Marek A. Perkowski;Universality of Hybrid Quantum Gates and Synthesis Without Ancilla Qudits.;279-280;4;https://dblp.org/pid/01/5162.html,https://dblp.org/pid/38/4538.html,https://dblp.org/pid/51/1316.html,https://dblp.org/pid/58/3449.html;10.1007/11812128_28
CIAA;2019;Yuta Takahashi;https://dblp.org/pid/25/140.html;Yuta Takahashi, Kazuyuki Asada, Keisuke Nakano;Streaming Ranked-Tree-to-String Transducers.;235-247;3;https://dblp.org/pid/00/2793.html,https://dblp.org/pid/25/140.html,https://dblp.org/pid/32/3049-1.html;10.1007/978-3-030-23679-3_19
CIAA;2008;Ömer Egecioglu;https://dblp.org/pid/e/OEgecioglu.html;Ryan Dixon, Ömer Egecioglu, Timothy Sherwood;Automata-Theoretic Analysis of Bit-Split Languages for Packet Scanning.;141-150;3;https://dblp.org/pid/23/3778.html,https://dblp.org/pid/90/952.html,https://dblp.org/pid/e/OEgecioglu.html;10.1007/978-3-540-70844-5_15
Workshop on Implementing Automata;1997;François Bertault;https://dblp.org/pid/48/609.html;François Bertault, Gregory Kucherov;Visualization of Dynamic Automata Using Padnon.;25-28;2;https://dblp.org/pid/48/609.html,https://dblp.org/pid/k/GregoryKucherov.html;10.1007/BFb0031378
CIAA;2013;Cezar Câmpeanu;https://dblp.org/pid/41/4735.html;Cezar Câmpeanu;Cover Languages and Implementations.;1;1;https://dblp.org/pid/41/4735.html;10.1007/978-3-642-39274-0_1
CIAA;2005;Cezar Câmpeanu;https://dblp.org/pid/41/4735.html;Cezar Câmpeanu, Andrei Paun, Jason R. Smith;An Incremental Algorithm for Constructing Minimal Deterministic Finite Cover Automata.;90-103;3;https://dblp.org/pid/41/4735.html,https://dblp.org/pid/59/3307.html,https://dblp.org/pid/93/263.html;10.1007/11605157_8
CIAA;2004;Cezar Câmpeanu;https://dblp.org/pid/41/4735.html;Cezar Câmpeanu, Andrei Paun;Tight Bounds for NFA to DFCA Transformations for Binary Alphabets.;306-307;2;https://dblp.org/pid/41/4735.html,https://dblp.org/pid/93/263.html;10.1007/978-3-540-30500-2_28
CIAA;2002;Cezar Câmpeanu;https://dblp.org/pid/41/4735.html;Cezar Câmpeanu, Andrei Paun;The Number of Similarity Relations and the Number of Minimal Deterministic Finite Cover Automata.;67-76;2;https://dblp.org/pid/41/4735.html,https://dblp.org/pid/93/263.html;10.1007/3-540-44977-9_6
CIAA;2002;Cezar Câmpeanu;https://dblp.org/pid/41/4735.html;Cezar Câmpeanu, Kai Salomaa, Sheng Yu;Regex and Extended Regex.;77-84;3;https://dblp.org/pid/02/6009.html,https://dblp.org/pid/41/4735.html,https://dblp.org/pid/y/ShengYu.html;10.1007/3-540-44977-9_7
WIA;1999;Cezar Câmpeanu;https://dblp.org/pid/41/4735.html;Cezar Câmpeanu, Karel Culík II, Kai Salomaa, Sheng Yu;State Complexity of Basic Operations on Finite Languages.;60-70;4;https://dblp.org/pid/02/6009.html,https://dblp.org/pid/41/4735.html,https://dblp.org/pid/c/KarelCulikII.html,https://dblp.org/pid/y/ShengYu.html;10.1007/3-540-45526-4_6
Workshop on Implementing Automata;1998;Cezar Câmpeanu;https://dblp.org/pid/41/4735.html;Cezar Câmpeanu, Nicolae Santean, Sheng Yu;Minimal Cover-Automata for Finite Languages.;43-56;3;https://dblp.org/pid/41/4735.html,https://dblp.org/pid/s/NicolaeSantean.html,https://dblp.org/pid/y/ShengYu.html;10.1007/3-540-48057-9_4
CIAA;2003;João José Neto;https://dblp.org/pid/49/6444.html;César Bravo, João José Neto;Building Context-Sensitive Parsers from CF Grammars with Regular Control Language.;306-308;2;https://dblp.org/pid/45/581.html,https://dblp.org/pid/49/6444.html;10.1007/3-540-45089-0_32
CIAA;2002;João José Neto;https://dblp.org/pid/49/6444.html;João José Neto, César Bravo;Adaptive Automata - A Revisited Proposal.;158-168;2;https://dblp.org/pid/45/581.html,https://dblp.org/pid/49/6444.html;10.1007/3-540-44977-9_15
CIAA;2001;João José Neto;https://dblp.org/pid/49/6444.html;João José Neto;Adaptive Rule-Driven Devices - General Formulation and Case Study.;234-250;1;https://dblp.org/pid/49/6444.html;10.1007/3-540-36390-4_20
CIAA;2000;João José Neto;https://dblp.org/pid/49/6444.html;João José Neto;Solving Complex Problems Efficiently with Adaptive Automata.;340-342;1;https://dblp.org/pid/49/6444.html;10.1007/3-540-44674-5_35
CIAA;2014;Marzio De Biasi;https://dblp.org/pid/137/8219.html;Marzio De Biasi, Abuzer Yakaryilmaz;Unary Languages Recognized by Two-Way One-Counter Automata.;148-161;2;https://dblp.org/pid/137/8219.html,https://dblp.org/pid/82/4618.html;10.1007/978-3-319-08846-4_11
CIAA;2005;Tomasz Jurdzinski;https://dblp.org/pid/74/441.html;Tomasz Jurdzinski, Friedrich Otto;Restricting the Use of Auxiliary Symbols for Restarting Automata.;176-187;2;https://dblp.org/pid/03/67.html,https://dblp.org/pid/74/441.html;10.1007/11605157_15
Workshop on Implementing Automata;1998;Sandro Pedrazzini;https://dblp.org/pid/17/4893.html;Sandro Pedrazzini;The Finite State Automata's Design Patterns.;213-219;1;https://dblp.org/pid/17/4893.html;10.1007/3-540-48057-9_19
CIAA;2006;German Tischler;https://dblp.org/pid/71/5443.html;German Tischler;Refinement of Near Random Access Video Coding with Weighted Finite Automata.;46-57;1;https://dblp.org/pid/71/5443.html;10.1007/11812128_6
CIAA;2004;German Tischler;https://dblp.org/pid/71/5443.html;German Tischler;Parametric Weighted Finite Automata for Figure Drawing.;259-268;1;https://dblp.org/pid/71/5443.html;10.1007/978-3-540-30500-2_24
CIAA;2019;Shinnosuke Seki;https://dblp.org/pid/70/1118.html;Yo-Sub Han, Hwee Kim, Yusei Masuda, Shinnosuke Seki;A General Architecture of Oritatami Systems for Simulating Arbitrary Finite Automata.;146-157;4;https://dblp.org/pid/139/8245.html,https://dblp.org/pid/223/4929.html,https://dblp.org/pid/70/1118.html,https://dblp.org/pid/h/YoSubHan.html;10.1007/978-3-030-23679-3_12
CIAA;2018;Shinnosuke Seki;https://dblp.org/pid/70/1118.html;Yusei Masuda, Shinnosuke Seki, Yuki Ubukata;Towards the Algorithmic Molecular Self-assembly of Fractals by Cotranscriptional Folding.;261-273;3;https://dblp.org/pid/223/4899.html,https://dblp.org/pid/223/4929.html,https://dblp.org/pid/70/1118.html;10.1007/978-3-319-94812-6_22
CIAA;2016;Shinnosuke Seki;https://dblp.org/pid/70/1118.html;Shinnosuke Seki, Andrew Winslow;The Complexity of Fixed-Height Patterned Tile Self-assembly.;248-259;2;https://dblp.org/pid/70/1118.html,https://dblp.org/pid/86/8242.html;10.1007/978-3-319-40946-7_21
CIAA;2004;Alfons Geser;https://dblp.org/pid/g/AlfonsGeser.html;Alfons Geser, Dieter Hofbauer, Johannes Waldmann, Hans Zantema;Finding Finite Automata That Certify Termination of String Rewriting.;134-145;4;https://dblp.org/pid/33/1518.html,https://dblp.org/pid/g/AlfonsGeser.html,https://dblp.org/pid/h/DieterHofbauer.html,https://dblp.org/pid/z/HZantema.html;10.1007/978-3-540-30500-2_13
CIAA;2005;Louis Latour;https://dblp.org/pid/72/5451.html;Louis Latour;Computing Affine Hulls over Q and Z from Sets Represented by Number Decision Diagrams.;213-224;1;https://dblp.org/pid/72/5451.html;10.1007/11605157_18
CIAA;2001;Louis Latour;https://dblp.org/pid/72/5451.html;Bernard Boigelot, Louis Latour;Counting the Solutions of Presburger Equations without Enumerating Them.;40-51;2;https://dblp.org/pid/37/1275.html,https://dblp.org/pid/72/5451.html;10.1007/3-540-36390-4_4
CIAA;2006;Florent Nicart;https://dblp.org/pid/04/692.html;Florent Nicart, Jean-Marc Champarnaud, Tibor Csáki, Tamás Gaál, André Kempe;Multi-tape Automata with Symbol Classes.;126-136;5;https://dblp.org/pid/04/692.html,https://dblp.org/pid/30/6143.html,https://dblp.org/pid/61/5622.html,https://dblp.org/pid/63/3208.html,https://dblp.org/pid/73/3270.html;10.1007/11812128_13
CIAA;2005;Florent Nicart;https://dblp.org/pid/04/692.html;André Kempe, Jean-Marc Champarnaud, Jason Eisner, Franck Guingne, Florent Nicart;A Class of Rational ;188-198;5;https://dblp.org/pid/04/692.html,https://dblp.org/pid/30/6143.html,https://dblp.org/pid/37/3263.html,https://dblp.org/pid/50/6237.html,https://dblp.org/pid/73/3270.html;10.1007/11605157_16
CIAA;2004;Florent Nicart;https://dblp.org/pid/04/692.html;Jean-Marc Champarnaud, Florent Nicart, Djelloul Ziadi;Computing the Follow Automaton of an Expression.;90-101;3;https://dblp.org/pid/04/692.html,https://dblp.org/pid/30/6143.html,https://dblp.org/pid/83/2086.html;10.1007/978-3-540-30500-2_9
CIAA;2003;Florent Nicart;https://dblp.org/pid/04/692.html;André Kempe, Christof Baeijs, Tamás Gaál, Franck Guingne, Florent Nicart;WFSC - A New Weighted Finite State Compiler.;108-119;5;https://dblp.org/pid/04/692.html,https://dblp.org/pid/45/4452.html,https://dblp.org/pid/50/6237.html,https://dblp.org/pid/61/5622.html,https://dblp.org/pid/73/3270.html;10.1007/3-540-45089-0_11
CIAA;2003;Florent Nicart;https://dblp.org/pid/04/692.html;Franck Guingne, André Kempe, Florent Nicart;Running Time Complexity of Printing an Acyclic Automaton.;131-140;3;https://dblp.org/pid/04/692.html,https://dblp.org/pid/50/6237.html,https://dblp.org/pid/73/3270.html;10.1007/3-540-45089-0_13
CIAA;2002;Florent Nicart;https://dblp.org/pid/04/692.html;Franck Guingne, Florent Nicart;Finite State Lazy Operations in NLP.;138-147;2;https://dblp.org/pid/04/692.html,https://dblp.org/pid/50/6237.html;10.1007/3-540-44977-9_13
CIAA;2005;Manuel Vilares Ferro;https://dblp.org/pid/v/MVilaresF.html;Manuel Vilares Ferro, Juan Otero Pombo, Jesús Vilares Ferro;Robust Spelling Correction.;319-328;3;https://dblp.org/pid/o/JOteroP.html,https://dblp.org/pid/v/JesusVilares.html,https://dblp.org/pid/v/MVilaresF.html;10.1007/11605157_27
CIAA;2004;Manuel Vilares Ferro;https://dblp.org/pid/v/MVilaresF.html;Manuel Vilares Ferro, Juan Otero, Jorge Graña Gil;Regional Finite-State Error Repair.;269-280;3;https://dblp.org/pid/g/JorgeGranaGil.html,https://dblp.org/pid/o/JOteroP.html,https://dblp.org/pid/v/MVilaresF.html;10.1007/978-3-540-30500-2_25
CIAA;2003;Manuel Vilares Ferro;https://dblp.org/pid/v/MVilaresF.html;Manuel Vilares Ferro, Victor M. Darriba, Jesús Vilares Ferro, Leandro Rodríguez Liñares;Robust Parsing Using Dynamic Programming.;258-268;4;https://dblp.org/pid/19/892.html,https://dblp.org/pid/75/5475.html,https://dblp.org/pid/v/JesusVilares.html,https://dblp.org/pid/v/MVilaresF.html;10.1007/3-540-45089-0_24
CIAA;2002;Manuel Vilares Ferro;https://dblp.org/pid/v/MVilaresF.html;Miguel A. Alonso, Víctor J. Díaz, Manuel Vilares Ferro;Tabulation of Bidirectional Push Down Automata.;35-46;3;https://dblp.org/pid/96/5273.html,https://dblp.org/pid/a/MiguelAAlonso.html,https://dblp.org/pid/v/MVilaresF.html;10.1007/3-540-44977-9_3
CIAA;2002;Manuel Vilares Ferro;https://dblp.org/pid/v/MVilaresF.html;Manuel Vilares Ferro, Victor M. Darriba, Miguel A. Alonso;Searching for Asymptotic Error Repair.;276-281;3;https://dblp.org/pid/75/5475.html,https://dblp.org/pid/a/MiguelAAlonso.html,https://dblp.org/pid/v/MVilaresF.html;10.1007/3-540-44977-9_29
CIAA;2000;Manuel Vilares Ferro;https://dblp.org/pid/v/MVilaresF.html;Manuel Vilares Ferro, Victor M. Darriba, Francisco J. Ribadas;Regional Least-Cost Error Repair.;293-301;3;https://dblp.org/pid/01/2938.html,https://dblp.org/pid/75/5475.html,https://dblp.org/pid/v/MVilaresF.html;10.1007/3-540-44674-5_25
Workshop on Implementing Automata;1997;Manuel Vilares Ferro;https://dblp.org/pid/v/MVilaresF.html;Miguel A. Alonso, David Cabrero Souto, Manuel Vilares Ferro;Construction of Efficient Generalized LR Parsers.;7-24;3;https://dblp.org/pid/40/684.html,https://dblp.org/pid/a/MiguelAAlonso.html,https://dblp.org/pid/v/MVilaresF.html;10.1007/BFb0031377
CIAA;2003;Mukkai S. Krishnamoorthy;https://dblp.org/pid/k/MSKrishnamoorthy.html;Nathan Preston, Mukkai S. Krishnamoorthy;AVA: An Applet for Visualizing FRACTRAN and Other Automata.;297-298;2;https://dblp.org/pid/46/1053.html,https://dblp.org/pid/k/MSKrishnamoorthy.html;10.1007/3-540-45089-0_28
CIAA;2018;Sylvie Davies;https://dblp.org/pid/160/8228.html;Sylvie Davies;State Complexity of Reversals of Deterministic Finite Automata with Output.;133-145;1;https://dblp.org/pid/160/8228.html;10.1007/978-3-319-94812-6_12
CIAA;2006;Roderick Bloem;https://dblp.org/pid/80/1300.html;Roderick Bloem, Alessandro Cimatti, Ingo Pill, Marco Roveri, Simone Semprini;Symbolic Implementation of Alternating Automata.;208-218;5;https://dblp.org/pid/13/5961.html,https://dblp.org/pid/49/690.html,https://dblp.org/pid/75/286.html,https://dblp.org/pid/80/1300.html,https://dblp.org/pid/83/563.html;10.1007/11812128_20
CIAA;2002;Constantinos Bartzis;https://dblp.org/pid/48/1067.html;Constantinos Bartzis, Tevfik Bultan;Automata-Based Representations for Arithmetic Constraints in Automated Verification.;282-288;2;https://dblp.org/pid/07/3368.html,https://dblp.org/pid/48/1067.html;10.1007/3-540-44977-9_30
CIAA;2005;Arnaud Bailly;https://dblp.org/pid/22/5953.html;Arnaud Bailly, Mireille Clerbout, Isabelle Simplot-Ryl;Component Composition Preserving Behavioural Contracts Based on Communication Traces.;54-65;3;https://dblp.org/pid/22/5953.html,https://dblp.org/pid/c/MClerbout.html,https://dblp.org/pid/s/ISimplotRyl.html;10.1007/11605157_5
CIAA;2008;José Ruiz;https://dblp.org/pid/39/386-1.html;Pedro García, Manuel Vazquez de Parga, Gloria Inés Alvarez, José Ruiz;Learning Regular Languages Using Nondeterministic Finite Automata.;92-101;4;https://dblp.org/pid/04/2667-1.html,https://dblp.org/pid/39/386-1.html,https://dblp.org/pid/87/3323.html,https://dblp.org/pid/97/8237.html;10.1007/978-3-540-70844-5_10
CIAA;2006;José Ruiz;https://dblp.org/pid/39/386-1.html;Manuel Vazquez de Parga, Pedro García, José Ruiz;A Family of Algorithms for Non Deterministic Regular Languages Inference.;265-274;3;https://dblp.org/pid/04/2667-1.html,https://dblp.org/pid/39/386-1.html,https://dblp.org/pid/87/3323.html;10.1007/11812128_25
CIAA;2005;José Ruiz;https://dblp.org/pid/39/386-1.html;Pedro García, José Ruiz, Antonio Cano, Gloria Inés Alvarez;Is Learning RFSAs Better Than Learning DFAs?.;343-344;4;https://dblp.org/pid/04/2667-1.html,https://dblp.org/pid/32/618.html,https://dblp.org/pid/39/386-1.html,https://dblp.org/pid/97/8237.html;10.1007/11605157_30
CIAA;2013;Bala Ravikumar;https://dblp.org/pid/24/3232.html;Oscar H. Ibarra, Bala Ravikumar;Some Decision Problems Concerning NPDAs, Palindromes, and Dyck Languages.;193-207;2;https://dblp.org/pid/24/3232.html,https://dblp.org/pid/i/OscarHIbarra.html;10.1007/978-3-642-39274-0_18
