Name;Title;Co-Authors;Pagintation;Published in;LNCS-link;Abstract
Bruno Loff;The Computational Power of Parsing Expression Grammars.;Nelma Moreira, Rogério Reis;[<span itemprop="pagination">491-502</span>];[<meta content="2018" itemprop="datePublished"/>]
Nelma Moreira;The Computational Power of Parsing Expression Grammars.;Bruno Loff, Rogério Reis;[<span itemprop="pagination">491-502</span>];[<meta content="2018" itemprop="datePublished"/>]
Rogério Reis;The Computational Power of Parsing Expression Grammars.;Bruno Loff, Nelma Moreira;[<span itemprop="pagination">491-502</span>];[<meta content="2018" itemprop="datePublished"/>]
Christof Löding;On Finitely Ambiguous Büchi Automata.;Anton Pirogov;[<span itemprop="pagination">503-515</span>];[<meta content="2018" itemprop="datePublished"/>]
Anton Pirogov;On Finitely Ambiguous Büchi Automata.;Christof Löding;[<span itemprop="pagination">503-515</span>];[<meta content="2018" itemprop="datePublished"/>]
Vincent Michielini;Uniformization Problem for Variants of First Order Logic over Finite Words.;;[<span itemprop="pagination">516-528</span>];[<meta content="2018" itemprop="datePublished"/>]
Friedrich Otto;On Deterministic Ordered Restart-Delete Automata.;;[<span itemprop="pagination">529-540</span>];[<meta content="2018" itemprop="datePublished"/>]
Alexander Rabinovich;Complementation of Finitely Ambiguous Büchi Automata.;;[<span itemprop="pagination">541-552</span>];[<meta content="2018" itemprop="datePublished"/>]
Alexander A. Rubtsov;A Structural Lemma for Deterministic Context-Free Languages.;;[<span itemprop="pagination">553-565</span>];[<meta content="2018" itemprop="datePublished"/>]
Paola Bonizzoni;Can Formal Languages Help Pangenomics to Represent and Analyze Multiple Genomes?;Clelia De Felice, Yuri Pirola, Raffaella Rizzi, Rocco Zaccagnino, Rosalba Zizza;[<span itemprop="pagination">3-12</span>];[<meta content="2022" itemprop="datePublished"/>]
Clelia De Felice;Can Formal Languages Help Pangenomics to Represent and Analyze Multiple Genomes?;Paola Bonizzoni, Yuri Pirola, Raffaella Rizzi, Rocco Zaccagnino, Rosalba Zizza;[<span itemprop="pagination">3-12</span>];[<meta content="2022" itemprop="datePublished"/>]
Yuri Pirola;Can Formal Languages Help Pangenomics to Represent and Analyze Multiple Genomes?;Paola Bonizzoni, Clelia De Felice, Raffaella Rizzi, Rocco Zaccagnino, Rosalba Zizza;[<span itemprop="pagination">3-12</span>];[<meta content="2022" itemprop="datePublished"/>]
Raffaella Rizzi;Can Formal Languages Help Pangenomics to Represent and Analyze Multiple Genomes?;Paola Bonizzoni, Clelia De Felice, Yuri Pirola, Rocco Zaccagnino, Rosalba Zizza;[<span itemprop="pagination">3-12</span>];[<meta content="2022" itemprop="datePublished"/>]
Rocco Zaccagnino;Can Formal Languages Help Pangenomics to Represent and Analyze Multiple Genomes?;Paola Bonizzoni, Clelia De Felice, Yuri Pirola, Raffaella Rizzi, Rosalba Zizza;[<span itemprop="pagination">3-12</span>];[<meta content="2022" itemprop="datePublished"/>]
Rosalba Zizza;Can Formal Languages Help Pangenomics to Represent and Analyze Multiple Genomes?;Paola Bonizzoni, Clelia De Felice, Yuri Pirola, Raffaella Rizzi, Rocco Zaccagnino;[<span itemprop="pagination">3-12</span>];[<meta content="2022" itemprop="datePublished"/>]
Joel D. Day;Word Equations in the Context of String Solving.;;[<span itemprop="pagination">13-32</span>];[<meta content="2022" itemprop="datePublished"/>]
Giovanni Di Crescenzo;A Survey on Delegated Computation.;Matluba Khodjaeva, Delaram Kahrobaei, Vladimir Shpilrain;[<span itemprop="pagination">33-53</span>];[<meta content="2022" itemprop="datePublished"/>]
Matluba Khodjaeva;A Survey on Delegated Computation.;Giovanni Di Crescenzo, Delaram Kahrobaei, Vladimir Shpilrain;[<span itemprop="pagination">33-53</span>];[<meta content="2022" itemprop="datePublished"/>]
Delaram Kahrobaei;A Survey on Delegated Computation.;Giovanni Di Crescenzo, Matluba Khodjaeva, Vladimir Shpilrain;[<span itemprop="pagination">33-53</span>];[<meta content="2022" itemprop="datePublished"/>]
Vladimir Shpilrain;A Survey on Delegated Computation.;Giovanni Di Crescenzo, Matluba Khodjaeva, Delaram Kahrobaei;[<span itemprop="pagination">33-53</span>];[<meta content="2022" itemprop="datePublished"/>]
C. Aiswarya;Checking Regular Invariance Under Tightly-Controlled String Modifications.;Sahil Mhaskar, M. Praveen;[<span itemprop="pagination">57-68</span>];[<meta content="2022" itemprop="datePublished"/>]
Sahil Mhaskar;Checking Regular Invariance Under Tightly-Controlled String Modifications.;C. Aiswarya, M. Praveen;[<span itemprop="pagination">57-68</span>];[<meta content="2022" itemprop="datePublished"/>]
M. Praveen;Checking Regular Invariance Under Tightly-Controlled String Modifications.;C. Aiswarya, Sahil Mhaskar;[<span itemprop="pagination">57-68</span>];[<meta content="2022" itemprop="datePublished"/>]
Aistis Atminas;Deciding Atomicity of Subword-Closed Languages.;Vadim V. Lozin;[<span itemprop="pagination">69-77</span>];[<meta content="2022" itemprop="datePublished"/>]
Vadim V. Lozin;Deciding Atomicity of Subword-Closed Languages.;Aistis Atminas;[<span itemprop="pagination">69-77</span>];[<meta content="2022" itemprop="datePublished"/>]
Dora V. Bulgakova;Prefix Palindromic Length of the Sierpinski Word.;Anna E. Frid, Jérémy Scanvic;[<span itemprop="pagination">78-89</span>];[<meta content="2022" itemprop="datePublished"/>]
Anna E. Frid;Prefix Palindromic Length of the Sierpinski Word.;Dora V. Bulgakova, Jérémy Scanvic;[<span itemprop="pagination">78-89</span>];[<meta content="2022" itemprop="datePublished"/>]
Jérémy Scanvic;Prefix Palindromic Length of the Sierpinski Word.;Dora V. Bulgakova, Anna E. Frid;[<span itemprop="pagination">78-89</span>];[<meta content="2022" itemprop="datePublished"/>]
Olivier Carton;Preservation of Normality by Unambiguous Transducers.;;[<span itemprop="pagination">90-101</span>];[<meta content="2022" itemprop="datePublished"/>]
Émilie Charlier;A Full Characterization of Bertrand Numeration Systems.;Célia Cisternino, Manon Stipulanti;[<span itemprop="pagination">102-114</span>];[<meta content="2022" itemprop="datePublished"/>]
Célia Cisternino;A Full Characterization of Bertrand Numeration Systems.;Émilie Charlier, Manon Stipulanti;[<span itemprop="pagination">102-114</span>];[<meta content="2022" itemprop="datePublished"/>]
Manon Stipulanti;A Full Characterization of Bertrand Numeration Systems.;Émilie Charlier, Célia Cisternino;[<span itemprop="pagination">102-114</span>];[<meta content="2022" itemprop="datePublished"/>]
Hyunjoon Cheon;On the Decidability of Infix Inclusion Problem.;Joonghyuk Hahn, Yo-Sub Han;[<span itemprop="pagination">115-126</span>];[<meta content="2022" itemprop="datePublished"/>]
Joonghyuk Hahn;On the Decidability of Infix Inclusion Problem.;Hyunjoon Cheon, Yo-Sub Han;[<span itemprop="pagination">115-126</span>];[<meta content="2022" itemprop="datePublished"/>]
Yo-Sub Han;On the Decidability of Infix Inclusion Problem.;Hyunjoon Cheon, Joonghyuk Hahn;[<span itemprop="pagination">115-126</span>];[<meta content="2022" itemprop="datePublished"/>]
Francesco Dolce;Column Representation of Sturmian Words in Cellular Automata.;Pierre-Adrien Tahay;[<span itemprop="pagination">127-138</span>];[<meta content="2022" itemprop="datePublished"/>]
Pierre-Adrien Tahay;Column Representation of Sturmian Words in Cellular Automata.;Francesco Dolce;[<span itemprop="pagination">127-138</span>];[<meta content="2022" itemprop="datePublished"/>]
Andrea Frosini;Logarithmic Equal-Letter Runs for BWT of Purely Morphic Words.;Ilaria Mancini, Simone Rinaldi, Giuseppe Romana, Marinella Sciortino;[<span itemprop="pagination">139-151</span>];[<meta content="2022" itemprop="datePublished"/>]
Ilaria Mancini;Logarithmic Equal-Letter Runs for BWT of Purely Morphic Words.;Andrea Frosini, Simone Rinaldi, Giuseppe Romana, Marinella Sciortino;[<span itemprop="pagination">139-151</span>];[<meta content="2022" itemprop="datePublished"/>]
Simone Rinaldi;Logarithmic Equal-Letter Runs for BWT of Purely Morphic Words.;Andrea Frosini, Ilaria Mancini, Giuseppe Romana, Marinella Sciortino;[<span itemprop="pagination">139-151</span>];[<meta content="2022" itemprop="datePublished"/>]
Giuseppe Romana;Logarithmic Equal-Letter Runs for BWT of Purely Morphic Words.;Andrea Frosini, Ilaria Mancini, Simone Rinaldi, Marinella Sciortino;[<span itemprop="pagination">139-151</span>];[<meta content="2022" itemprop="datePublished"/>]
Marinella Sciortino;Logarithmic Equal-Letter Runs for BWT of Purely Morphic Words.;Andrea Frosini, Ilaria Mancini, Simone Rinaldi, Giuseppe Romana;[<span itemprop="pagination">139-151</span>];[<meta content="2022" itemprop="datePublished"/>]
Elias Heikkilä;On Perfect Coverings of Two-Dimensional Grids.;Pyry Herva, Jarkko Kari;[<span itemprop="pagination">152-163</span>];[<meta content="2022" itemprop="datePublished"/>]
Pyry Herva;On Perfect Coverings of Two-Dimensional Grids.;Elias Heikkilä, Jarkko Kari;[<span itemprop="pagination">152-163</span>];[<meta content="2022" itemprop="datePublished"/>]
Jarkko Kari;On Perfect Coverings of Two-Dimensional Grids.;Elias Heikkilä, Pyry Herva;[<span itemprop="pagination">152-163</span>];[<meta content="2022" itemprop="datePublished"/>]
Stefan Hoffmann;Automata-Theoretical Regularity Characterizations for the Iterated Shuffle on Commutative Regular Languages.;;[<span itemprop="pagination">164-176</span>];[<meta content="2022" itemprop="datePublished"/>]
Oscar H. Ibarra;On the Complexity of Decision Problems for Counter Machines with Applications to Coding Theory.;Ian McQuillan;[<span itemprop="pagination">177-188</span>];[<meta content="2022" itemprop="datePublished"/>]
Ian McQuillan;On the Complexity of Decision Problems for Counter Machines with Applications to Coding Theory.;Oscar H. Ibarra;[<span itemprop="pagination">177-188</span>];[<meta content="2022" itemprop="datePublished"/>]
Jozef Jirásek;Visit-Bounded Stack Automata.;Ian McQuillan;[<span itemprop="pagination">189-200</span>];[<meta content="2022" itemprop="datePublished"/>]
Ian McQuillan;Visit-Bounded Stack Automata.;Jozef Jirásek;[<span itemprop="pagination">189-200</span>];[<meta content="2022" itemprop="datePublished"/>]
Ondrej Klíma;Well Quasi-Orders Arising from Finite Ordered Semigroups.;Jonatan Kolegar;[<span itemprop="pagination">201-212</span>];[<meta content="2022" itemprop="datePublished"/>]
Jonatan Kolegar;Well Quasi-Orders Arising from Finite Ordered Semigroups.;Ondrej Klíma;[<span itemprop="pagination">201-212</span>];[<meta content="2022" itemprop="datePublished"/>]
Szymon Lopaciuk;The Billaud Conjecture for ${|{\varSigma } |} = 4$, and Beyond.;Daniel Reidenbach;[<span itemprop="pagination">213-225</span>];[<meta content="2022" itemprop="datePublished"/>]
Daniel Reidenbach;The Billaud Conjecture for ${|{\varSigma } |} = 4$, and Beyond.;Szymon Lopaciuk;[<span itemprop="pagination">213-225</span>];[<meta content="2022" itemprop="datePublished"/>]
Andreas Maletti;Weighted Tree Automata with Constraints.;Andreea-Teodora Nász;[<span itemprop="pagination">226-238</span>];[<meta content="2022" itemprop="datePublished"/>]
Andreea-Teodora Nász;Weighted Tree Automata with Constraints.;Andreas Maletti;[<span itemprop="pagination">226-238</span>];[<meta content="2022" itemprop="datePublished"/>]
Giovanni Pighizzini;Performing Regular Operations with 1-Limited Automata.;Luca Prigioniero, Simon Sádovský;[<span itemprop="pagination">239-250</span>];[<meta content="2022" itemprop="datePublished"/>]
Luca Prigioniero;Performing Regular Operations with 1-Limited Automata.;Giovanni Pighizzini, Simon Sádovský;[<span itemprop="pagination">239-250</span>];[<meta content="2022" itemprop="datePublished"/>]
Simon Sádovský;Performing Regular Operations with 1-Limited Automata.;Giovanni Pighizzini, Luca Prigioniero;[<span itemprop="pagination">239-250</span>];[<meta content="2022" itemprop="datePublished"/>]
Michel Rigo;Binomial Complexities and Parikh-Collinear Morphisms.;Manon Stipulanti, Markus A. Whiteland;[<span itemprop="pagination">251-262</span>];[<meta content="2022" itemprop="datePublished"/>]
Manon Stipulanti;Binomial Complexities and Parikh-Collinear Morphisms.;Michel Rigo, Markus A. Whiteland;[<span itemprop="pagination">251-262</span>];[<meta content="2022" itemprop="datePublished"/>]
Markus A. Whiteland;Binomial Complexities and Parikh-Collinear Morphisms.;Michel Rigo, Manon Stipulanti;[<span itemprop="pagination">251-262</span>];[<meta content="2022" itemprop="datePublished"/>]
Ekaterina N. Shemetova;Rational Index of Languages with Bounded Dimension of Parse Trees.;Alexander Okhotin, Semyon V. Grigorev;[<span itemprop="pagination">263-273</span>];[<meta content="2022" itemprop="datePublished"/>]
Alexander Okhotin;Rational Index of Languages with Bounded Dimension of Parse Trees.;Ekaterina N. Shemetova, Semyon V. Grigorev;[<span itemprop="pagination">263-273</span>];[<meta content="2022" itemprop="datePublished"/>]
Semyon V. Grigorev;Rational Index of Languages with Bounded Dimension of Parse Trees.;Ekaterina N. Shemetova, Alexander Okhotin;[<span itemprop="pagination">263-273</span>];[<meta content="2022" itemprop="datePublished"/>]
Ryoma Sin'ya;Measuring Power of Locally Testable Languages.;;[<span itemprop="pagination">274-285</span>];[<meta content="2022" itemprop="datePublished"/>]
Florian Stober;The Power Word Problem in Graph Products.;Armin Weiß;[<span itemprop="pagination">286-298</span>];[<meta content="2022" itemprop="datePublished"/>]
Armin Weiß;The Power Word Problem in Graph Products.;Florian Stober;[<span itemprop="pagination">286-298</span>];[<meta content="2022" itemprop="datePublished"/>]
Zoran Sunic;On One-Counter Positive Cones of Free Groups.;;[<span itemprop="pagination">299-311</span>];[<meta content="2022" itemprop="datePublished"/>]
Tomoyuki Yamakami;Kolmogorov Complexity Descriptions of the Exquisite Behaviors of Advised Deterministic Pushdown Automata.;;[<span itemprop="pagination">312-324</span>];[<meta content="2022" itemprop="datePublished"/>]
Tero Harju;Computational Processes in Living Cells: Gene Assembly in Ciliates.;Grzegorz Rozenberg;[<span itemprop="pagination">1-20</span>];[<meta content="2002" itemprop="datePublished"/>]
Grzegorz Rozenberg;Computational Processes in Living Cells: Gene Assembly in Ciliates.;Tero Harju;[<span itemprop="pagination">1-20</span>];[<meta content="2002" itemprop="datePublished"/>]
Masahiro Kitagawa;Experimental Quantum Computation with Molecules.;;[<span itemprop="pagination">21-27</span>];[<meta content="2002" itemprop="datePublished"/>]
Sebastian Seibert;Efficient Transformations from Regular Expressions to Finite Automata.;;[<span itemprop="pagination">28-42</span>];[<meta content="2002" itemprop="datePublished"/>]
Zoltán Ésik;Extended Temporal Logic on Finite Words and Wreath Product of Monoids with Distinguished Generators.;;[<span itemprop="pagination">43-58</span>];[<meta content="2002" itemprop="datePublished"/>]
Volker Diekert;A Remark about Quadratic Trace Equations.;Manfred Kufleitner;[<span itemprop="pagination">59-66</span>];[<meta content="2002" itemprop="datePublished"/>]
Manfred Kufleitner;A Remark about Quadratic Trace Equations.;Volker Diekert;[<span itemprop="pagination">59-66</span>];[<meta content="2002" itemprop="datePublished"/>]
Jarkko Kari;Infinite Snake Tiling Problems.;;[<span itemprop="pagination">67-77</span>];[<meta content="2002" itemprop="datePublished"/>]
Paola Bonizzoni;Decision Problems for Linear and Circular Splicing Systems.;Clelia de Felice, Giancarlo Mauri, Rosalba Zizza;[<span itemprop="pagination">78-92</span>];[<meta content="2002" itemprop="datePublished"/>]
Clelia de Felice;Decision Problems for Linear and Circular Splicing Systems.;Paola Bonizzoni, Giancarlo Mauri, Rosalba Zizza;[<span itemprop="pagination">78-92</span>];[<meta content="2002" itemprop="datePublished"/>]
Giancarlo Mauri;Decision Problems for Linear and Circular Splicing Systems.;Paola Bonizzoni, Clelia de Felice, Rosalba Zizza;[<span itemprop="pagination">78-92</span>];[<meta content="2002" itemprop="datePublished"/>]
Rosalba Zizza;Decision Problems for Linear and Circular Splicing Systems.;Paola Bonizzoni, Clelia de Felice, Giancarlo Mauri;[<span itemprop="pagination">78-92</span>];[<meta content="2002" itemprop="datePublished"/>]
Karl Svozil;Finite Automata Models of Quantized Systems: Conceptual Status and Outlook.;;[<span itemprop="pagination">93-102</span>];[<meta content="2002" itemprop="datePublished"/>]
Véronique Bruyère;Automata on Linear Orderings.;Olivier Carton;[<span itemprop="pagination">103-115</span>];[<meta content="2002" itemprop="datePublished"/>]
Olivier Carton;Automata on Linear Orderings.;Véronique Bruyère;[<span itemprop="pagination">103-115</span>];[<meta content="2002" itemprop="datePublished"/>]
Mark Daley;Some Properties of Ciliate Bio-operations.;Lila Kari;[<span itemprop="pagination">116-127</span>];[<meta content="2002" itemprop="datePublished"/>]
Lila Kari;Some Properties of Ciliate Bio-operations.;Mark Daley;[<span itemprop="pagination">116-127</span>];[<meta content="2002" itemprop="datePublished"/>]
Jürgen Dassow;On the Descriptional Complexity of Some Variants of Lindenmayer Systems.;Taishin Y. Nishida, Bernd Reichel;[<span itemprop="pagination">128-139</span>];[<meta content="2002" itemprop="datePublished"/>]
Taishin Y. Nishida;On the Descriptional Complexity of Some Variants of Lindenmayer Systems.;Jürgen Dassow, Bernd Reichel;[<span itemprop="pagination">128-139</span>];[<meta content="2002" itemprop="datePublished"/>]
Bernd Reichel;On the Descriptional Complexity of Some Variants of Lindenmayer Systems.;Jürgen Dassow, Taishin Y. Nishida;[<span itemprop="pagination">128-139</span>];[<meta content="2002" itemprop="datePublished"/>]
Hendrik Jan Hoogeboom;Carriers and Counters: P Systems with Carriers vs. (Blind) Counter Automata.;;[<span itemprop="pagination">140-151</span>];[<meta content="2002" itemprop="datePublished"/>]
Henry N. Adorna;On the Separation between k-Party and (k-1)-Party Nondeterministic Message Complexities.;;[<span itemprop="pagination">152-161</span>];[<meta content="2002" itemprop="datePublished"/>]
Markus Holzer;Unary Language Operations and Their Nondeterministic State Complexity.;Martin Kutrib;[<span itemprop="pagination">162-172</span>];[<meta content="2002" itemprop="datePublished"/>]
Martin Kutrib;Unary Language Operations and Their Nondeterministic State Complexity.;Markus Holzer;[<span itemprop="pagination">162-172</span>];[<meta content="2002" itemprop="datePublished"/>]
Julien Cassaigne;Constructing Infinite Words of Intermediate Complexity.;;[<span itemprop="pagination">173-184</span>];[<meta content="2002" itemprop="datePublished"/>]
Yuji Sasaki;A Space Lower Bound of Two-Dimensional Probabilistic Turing Machines.;Katsushi Inoue, Akira Ito, Yue Wang;[<span itemprop="pagination">185-196</span>];[<meta content="2002" itemprop="datePublished"/>]
Katsushi Inoue;A Space Lower Bound of Two-Dimensional Probabilistic Turing Machines.;Yuji Sasaki, Akira Ito, Yue Wang;[<span itemprop="pagination">185-196</span>];[<meta content="2002" itemprop="datePublished"/>]
Akira Ito;A Space Lower Bound of Two-Dimensional Probabilistic Turing Machines.;Yuji Sasaki, Katsushi Inoue, Yue Wang;[<span itemprop="pagination">185-196</span>];[<meta content="2002" itemprop="datePublished"/>]
Yue Wang;A Space Lower Bound of Two-Dimensional Probabilistic Turing Machines.;Yuji Sasaki, Katsushi Inoue, Akira Ito;[<span itemprop="pagination">185-196</span>];[<meta content="2002" itemprop="datePublished"/>]
Jirí Srba;Undecidability of Weak Bisimilarity for PA-Processes.;;[<span itemprop="pagination">197-208</span>];[<meta content="2002" itemprop="datePublished"/>]
Michael Domaratzki;Improved Bounds on the Number of Automata Accepting Finite Languages.;;[<span itemprop="pagination">209-219</span>];[<meta content="2002" itemprop="datePublished"/>]
Sándor Horváth;Roots and Powers of Regular Languages.;Peter Leupold, Gerhard Lischke;[<span itemprop="pagination">220-230</span>];[<meta content="2002" itemprop="datePublished"/>]
Peter Leupold;Roots and Powers of Regular Languages.;Sándor Horváth, Gerhard Lischke;[<span itemprop="pagination">220-230</span>];[<meta content="2002" itemprop="datePublished"/>]
Gerhard Lischke;Roots and Powers of Regular Languages.;Sándor Horváth, Peter Leupold;[<span itemprop="pagination">220-230</span>];[<meta content="2002" itemprop="datePublished"/>]
Jürgen Giesl;Innermost Termination of Context-Sensitive Rewriting.;Aart Middeldorp;[<span itemprop="pagination">231-244</span>];[<meta content="2002" itemprop="datePublished"/>]
Aart Middeldorp;Innermost Termination of Context-Sensitive Rewriting.;Jürgen Giesl;[<span itemprop="pagination">231-244</span>];[<meta content="2002" itemprop="datePublished"/>]
Stepan Holub;A Unique Structure of Two-Generated Binary Equality Sets.;;[<span itemprop="pagination">245-257</span>];[<meta content="2002" itemprop="datePublished"/>]
Markus Holzer;On Deterministic Finite Automata and Syntactic Monoid Size.;Barbara König;[<span itemprop="pagination">258-269</span>];[<meta content="2002" itemprop="datePublished"/>]
Barbara König;On Deterministic Finite Automata and Syntactic Monoid Size.;Markus Holzer;[<span itemprop="pagination">258-269</span>];[<meta content="2002" itemprop="datePublished"/>]
Dimitry S. Ananichev;An Inverse Automata Algorithm for Recognizing 2-Collapsing Words.;Alessandra Cherubini, Mikhail V. Volkov;[<span itemprop="pagination">270-282</span>];[<meta content="2002" itemprop="datePublished"/>]
Alessandra Cherubini;An Inverse Automata Algorithm for Recognizing 2-Collapsing Words.;Dimitry S. Ananichev, Mikhail V. Volkov;[<span itemprop="pagination">270-282</span>];[<meta content="2002" itemprop="datePublished"/>]
Mikhail V. Volkov;An Inverse Automata Algorithm for Recognizing 2-Collapsing Words.;Dimitry S. Ananichev, Alessandra Cherubini;[<span itemprop="pagination">270-282</span>];[<meta content="2002" itemprop="datePublished"/>]
Kostyantyn Archangelsky;None;;[<span itemprop="pagination">283-289</span>];[<meta content="2002" itemprop="datePublished"/>]
Balázs Imreh;Some Remarks on Asynchronous Automata.;;[<span itemprop="pagination">290-296</span>];[<meta content="2002" itemprop="datePublished"/>]
Jan-Henrik Altenbernd;Tiling Systems over Infinite Pictures and Their Acceptance Conditions.;Wolfgang Thomas, Stefan Wöhrle;[<span itemprop="pagination">297-306</span>];[<meta content="2002" itemprop="datePublished"/>]
Wolfgang Thomas;Tiling Systems over Infinite Pictures and Their Acceptance Conditions.;Jan-Henrik Altenbernd, Stefan Wöhrle;[<span itemprop="pagination">297-306</span>];[<meta content="2002" itemprop="datePublished"/>]
Stefan Wöhrle;Tiling Systems over Infinite Pictures and Their Acceptance Conditions.;Jan-Henrik Altenbernd, Wolfgang Thomas;[<span itemprop="pagination">297-306</span>];[<meta content="2002" itemprop="datePublished"/>]
Frédérique Bassino;The Average Lengths of the Factors of the Standard Factorization of Lyndon Words.;Julien Clément, Cyril Nicaud;[<span itemprop="pagination">307-318</span>];[<meta content="2002" itemprop="datePublished"/>]
Julien Clément;The Average Lengths of the Factors of the Standard Factorization of Lyndon Words.;Frédérique Bassino, Cyril Nicaud;[<span itemprop="pagination">307-318</span>];[<meta content="2002" itemprop="datePublished"/>]
Cyril Nicaud;The Average Lengths of the Factors of the Standard Factorization of Lyndon Words.;Frédérique Bassino, Julien Clément;[<span itemprop="pagination">307-318</span>];[<meta content="2002" itemprop="datePublished"/>]
James D. Currie;Circular Words Avoiding Patterns.;D. Sean Fitzpatrick;[<span itemprop="pagination">319-325</span>];[<meta content="2002" itemprop="datePublished"/>]
D. Sean Fitzpatrick;Circular Words Avoiding Patterns.;James D. Currie;[<span itemprop="pagination">319-325</span>];[<meta content="2002" itemprop="datePublished"/>]
Oscar H. Ibarra;Safety Verification for Two-Way Finite Automata with Monotonic Counters.;Zhe Dang, Zhi-Wei Sun;[<span itemprop="pagination">326-338</span>];[<meta content="2002" itemprop="datePublished"/>]
Zhe Dang;Safety Verification for Two-Way Finite Automata with Monotonic Counters.;Oscar H. Ibarra, Zhi-Wei Sun;[<span itemprop="pagination">326-338</span>];[<meta content="2002" itemprop="datePublished"/>]
Zhi-Wei Sun;Safety Verification for Two-Way Finite Automata with Monotonic Counters.;Oscar H. Ibarra, Zhe Dang;[<span itemprop="pagination">326-338</span>];[<meta content="2002" itemprop="datePublished"/>]
Hiroshi Umeo;An Infinite Prime Sequence Can Be Generated in Real-Time by a 1-Bit Inter-cell Communication Cellular Automaton.;Naoki Kamikawa;[<span itemprop="pagination">339-348</span>];[<meta content="2002" itemprop="datePublished"/>]
Naoki Kamikawa;An Infinite Prime Sequence Can Be Generated in Real-Time by a 1-Bit Inter-cell Communication Cellular Automaton.;Hiroshi Umeo;[<span itemprop="pagination">339-348</span>];[<meta content="2002" itemprop="datePublished"/>]
László Kászonyi;On the Structure of Graphic DLI-Sets.;;[<span itemprop="pagination">349-356</span>];[<meta content="2002" itemprop="datePublished"/>]
Nguyen Huong Lam;Finite Completion of Comma-Free Codes. Part I.;;[<span itemprop="pagination">357-368</span>];[<meta content="2002" itemprop="datePublished"/>]
Do Long Van;On a Family of Codes with Bounded Deciphering Delay.;Igor Litovsky;[<span itemprop="pagination">369-380</span>];[<meta content="2002" itemprop="datePublished"/>]
Igor Litovsky;On a Family of Codes with Bounded Deciphering Delay.;Do Long Van;[<span itemprop="pagination">369-380</span>];[<meta content="2002" itemprop="datePublished"/>]
Tanguy Urvoy;Abstract Families of Graphs.;;[<span itemprop="pagination">381-392</span>];[<meta content="2002" itemprop="datePublished"/>]
Alexander Okhotin;Automaton Representation of Linear Conjunctive Languages.;;[<span itemprop="pagination">393-404</span>];[<meta content="2002" itemprop="datePublished"/>]
Christiane Frougny;On-Line Odometers for Two-Sided Symbolic Dynamical Systems.;;[<span itemprop="pagination">405-416</span>];[<meta content="2002" itemprop="datePublished"/>]
Tatjana Petkovic;Characteristic Semigroups of Directable Automata.;Miroslav Ciric, Stojan Bogdanovic;[<span itemprop="pagination">417-427</span>];[<meta content="2002" itemprop="datePublished"/>]
Miroslav Ciric;Characteristic Semigroups of Directable Automata.;Tatjana Petkovic, Stojan Bogdanovic;[<span itemprop="pagination">417-427</span>];[<meta content="2002" itemprop="datePublished"/>]
Stojan Bogdanovic;Characteristic Semigroups of Directable Automata.;Tatjana Petkovic, Miroslav Ciric;[<span itemprop="pagination">417-427</span>];[<meta content="2002" itemprop="datePublished"/>]
Dmitry Berdinsky;On Automatic Transitive Graphs.;Bakhadyr Khoussainov;[<span itemprop="pagination">1-12</span>];[<meta content="2014" itemprop="datePublished"/>]
Bakhadyr Khoussainov;On Automatic Transitive Graphs.;Dmitry Berdinsky;[<span itemprop="pagination">1-12</span>];[<meta content="2014" itemprop="datePublished"/>]
Janusz A. Brzozowski;Upper Bounds on Syntactic Complexity of Left and Two-Sided Ideals.;Marek Szykula;[<span itemprop="pagination">13-24</span>];[<meta content="2014" itemprop="datePublished"/>]
Marek Szykula;Upper Bounds on Syntactic Complexity of Left and Two-Sided Ideals.;Janusz A. Brzozowski;[<span itemprop="pagination">13-24</span>];[<meta content="2014" itemprop="datePublished"/>]
Sven De Felice;On the Average Complexity of Brzozowski's Algorithm for Deterministic Automata with a Small Number of Final States.;Cyril Nicaud;[<span itemprop="pagination">25-36</span>];[<meta content="2014" itemprop="datePublished"/>]
Cyril Nicaud;On the Average Complexity of Brzozowski's Algorithm for Deterministic Automata with a Small Number of Final States.;Sven De Felice;[<span itemprop="pagination">25-36</span>];[<meta content="2014" itemprop="datePublished"/>]
Yo-Sub Han;State Complexity of Deletion.;Sang-Ki Ko, Kai Salomaa;[<span itemprop="pagination">37-48</span>];[<meta content="2014" itemprop="datePublished"/>]
Sang-Ki Ko;State Complexity of Deletion.;Yo-Sub Han, Kai Salomaa;[<span itemprop="pagination">37-48</span>];[<meta content="2014" itemprop="datePublished"/>]
Kai Salomaa;State Complexity of Deletion.;Yo-Sub Han, Sang-Ki Ko;[<span itemprop="pagination">37-48</span>];[<meta content="2014" itemprop="datePublished"/>]
Jorge Almeida;Semisimple Synchronizing Automata and the Wedderburn-Artin Theory.;Emanuele Rodaro;[<span itemprop="pagination">49-60</span>];[<meta content="2014" itemprop="datePublished"/>]
Emanuele Rodaro;Semisimple Synchronizing Automata and the Wedderburn-Artin Theory.;Jorge Almeida;[<span itemprop="pagination">49-60</span>];[<meta content="2014" itemprop="datePublished"/>]
Mikhail V. Berlinkov;On Two Algorithmic Problems about Synchronizing Automata - (Short Paper).;;[<span itemprop="pagination">61-67</span>];[<meta content="2014" itemprop="datePublished"/>]
