Key;Author-Key;Author;Author-URL;Title;Co-Authors;Co-Author-URLs;Pagination;Year;Venue
11832;96;Alfons Geser;https://dblp.uni-trier.de/pid/g/AlfonsGeser.html;Finding Finite Automata That Certify Termination of String Rewriting.;Alfons Geser, Dieter Hofbauer, Johannes Waldmann, Hans Zantema;['https://dblp.uni-trier.de/pid/h/DieterHofbauer.html', 'https://dblp.uni-trier.de/pid/33/1518.html', 'https://dblp.uni-trier.de/pid/z/HZantema.html'];134-145;2004;CIAA
11893;434;Bai Li;https://dblp.uni-trier.de/pid/93/3383.html;State Complexity of Overlap Assembly.;Janusz A. Brzozowski, Lila Kari, Bai Li, Marek Szykula;['https://dblp.uni-trier.de/pid/b/JABrzozowski.html', 'https://dblp.uni-trier.de/pid/k/LilaKari.html', 'https://dblp.uni-trier.de/pid/97/10625.html'];109-120;2018;CIAA
11919;443;Bruno Guillon;https://dblp.uni-trier.de/pid/07/10360.html;Non-self-embedding Grammars, Constant-Height Pushdown Automata, and Limited Automata.;Bruno Guillon, Giovanni Pighizzini, Luca Prigioniero;['https://dblp.uni-trier.de/pid/87/6893.html', 'https://dblp.uni-trier.de/pid/182/9958.html'];186-197;2018;CIAA
11942;855;Hannu Peltola;https://dblp.uni-trier.de/pid/69/340.html;On String Matching in Chunked Texts.;Hannu Peltola, Jorma Tarhio;['https://dblp.uni-trier.de/pid/t/JormaTarhio.html'];157-167;2007;CIAA
12029;506;Tevfik Bultan;https://dblp.uni-trier.de/pid/07/3368.html;Relational String Verification Using Multi-track Automata.;Fang Yu, Tevfik Bultan, Oscar H. Ibarra;['https://dblp.uni-trier.de/pid/44/3505-1.html', 'https://dblp.uni-trier.de/pid/i/OscarHIbarra.html'];290-299;2010;CIAA
12087;506;Tevfik Bultan;https://dblp.uni-trier.de/pid/07/3368.html;Conversation Protocols: A Formalism for Specification and Verification of Reactive Electronic Services.;Xiang Fu, Tevfik Bultan, Jianwen Su;['https://dblp.uni-trier.de/pid/97/374.html', 'https://dblp.uni-trier.de/pid/s/JWSu.html'];188-200;2003;CIAA
12095;506;Tevfik Bultan;https://dblp.uni-trier.de/pid/07/3368.html;Automata-Based Representations for Arithmetic Constraints in Automated Verification.;Constantinos Bartzis, Tevfik Bultan;['https://dblp.uni-trier.de/pid/48/1067.html'];282-288;2002;CIAA
12101;506;Tevfik Bultan;https://dblp.uni-trier.de/pid/07/3368.html;Past Pushdown Timed Automata.;Zhe Dang, Tevfik Bultan, Oscar H. Ibarra, Richard A. Kemmerer;['https://dblp.uni-trier.de/pid/51/5888.html', 'https://dblp.uni-trier.de/pid/i/OscarHIbarra.html', 'https://dblp.uni-trier.de/pid/k/RAKemmerer.html'];74-86;2001;CIAA
12118;156;Éric Laugerotte;https://dblp.uni-trier.de/pid/68/4299.html;Computing Weights.;Houda Abbad, Éric Laugerotte;['https://dblp.uni-trier.de/pid/132/1961.html'];24-35;2013;CIAA
12126;156;Éric Laugerotte;https://dblp.uni-trier.de/pid/68/4299.html;From Regular Weighted Expressions to Finite Automata.;Jean-Marc Champarnaud, Éric Laugerotte, Faissal Ouardi, Djelloul Ziadi;['https://dblp.uni-trier.de/pid/30/6143.html', 'https://dblp.uni-trier.de/pid/48/3952.html', 'https://dblp.uni-trier.de/pid/83/2086.html'];49-60;2003;CIAA
12129;156;Éric Laugerotte;https://dblp.uni-trier.de/pid/68/4299.html;SEA: A Symbolic Environment for Automata Theory.;Philippe Andary, Pascal Caron, Jean-Marc Champarnaud, Gérard Duchamp, Marianne Flouret, Éric Laugerotte;['https://dblp.uni-trier.de/pid/32/6467.html', 'https://dblp.uni-trier.de/pid/77/3565.html', 'https://dblp.uni-trier.de/pid/30/6143.html', 'https://dblp.uni-trier.de/pid/d/GerardDuchamp.html', 'https://dblp.uni-trier.de/pid/27/606.html'];13-26;1999;WIA
12130;156;Éric Laugerotte;https://dblp.uni-trier.de/pid/68/4299.html;Operations over Automata with Multiplicities.;Gérard Duchamp, Marianne Flouret, Éric Laugerotte;['https://dblp.uni-trier.de/pid/d/GerardDuchamp.html', 'https://dblp.uni-trier.de/pid/27/606.html'];183-191;1998;Workshop on Implementing Automata
12211;785;Max H. Garzon;https://dblp.uni-trier.de/pid/52/2077.html;In Vitro Implementation of Finite-State Machines.;Max H. Garzon, Y. Gao, John A. Rose, R. C. Murphy, Russell J. Deaton, Donald R. Franceschetti, Stanley Edward Stevens Jr.;['https://dblp.uni-trier.de/pid/37/4530.html', 'https://dblp.uni-trier.de/pid/68/5365.html', 'https://dblp.uni-trier.de/pid/56/6114.html', 'https://dblp.uni-trier.de/pid/91/5747.html', 'https://dblp.uni-trier.de/pid/05/2645.html', 'https://dblp.uni-trier.de/pid/56/545.html'];56-74;1997;Workshop on Implementing Automata
12214;785;Max H. Garzon;https://dblp.uni-trier.de/pid/52/2077.html;Dynamical Implementation of Nondeterministic Automata and Concurrent Systems.;Max H. Garzon, Eugene Eberbach;['https://dblp.uni-trier.de/pid/e/EEberbach.html'];35-49;1996;Workshop on Implementing Automata
12237;290;Ricardo Ueda Karpischek;https://dblp.uni-trier.de/pid/93/4971.html;Paging Automata.;Ricardo Ueda Karpischek;[];192-198;1998;Workshop on Implementing Automata
12239;414;Oliver A. S. Lyon;https://dblp.uni-trier.de/pid/265/6260.html;Nondeterministic State Complexity of Site-Directed Deletion.;Oliver A. S. Lyon, Kai Salomaa;['https://dblp.uni-trier.de/pid/02/6009.html'];189-199;2022;CIAA
12292;101;Dominique Lavenier;https://dblp.uni-trier.de/pid/79/1435.html;Path-Equivalent Removals of epsilon-transitions in a Genomic Weighted Finite Automaton.;Mathieu Giraud, Philippe Veber, Dominique Lavenier;['https://dblp.uni-trier.de/pid/05/3181.html', 'https://dblp.uni-trier.de/pid/01/4182.html'];23-33;2006;CIAA
12300;101;Dominique Lavenier;https://dblp.uni-trier.de/pid/79/1435.html;Linear Encoding Scheme for Weighted Finite Automata.;Mathieu Giraud, Dominique Lavenier;['https://dblp.uni-trier.de/pid/05/3181.html'];146-155;2004;CIAA
12406;551;S. S. Ravi;https://dblp.uni-trier.de/pid/94/2464.html;Complexity of Inferring Local Transition Functions of Discrete Dynamical Systems.;Abhijin Adiga, Chris J. Kuhlman, Madhav V. Marathe, S. S. Ravi, Daniel J. Rosenkrantz, Richard Edwin Stearns;['https://dblp.uni-trier.de/pid/73/8044.html', 'https://dblp.uni-trier.de/pid/09/7561.html', 'https://dblp.uni-trier.de/pid/52/991.html', 'https://dblp.uni-trier.de/pid/80/6105.html', 'https://dblp.uni-trier.de/pid/s/RichardEdwinStearns.html'];21-34;2015;CIAA
12547;802;Nils Buhrke;https://dblp.uni-trier.de/pid/77/6082.html;The Automata Theory Package omega.;Jens Vöge, S. Ulbrand, Oliver Matz, Nils Buhrke;['https://dblp.uni-trier.de/pid/47/6609.html', 'https://dblp.uni-trier.de/pid/92/768.html', 'https://dblp.uni-trier.de/pid/81/5479.html'];228-231;1997;Workshop on Implementing Automata
12561;59;Ludovic Mignot;https://dblp.uni-trier.de/pid/06/761.html;The Bottom-Up Position Tree Automaton and Its Compact Version.;Samira Attou, Ludovic Mignot, Djelloul Ziadi;['https://dblp.uni-trier.de/pid/220/4362.html', 'https://dblp.uni-trier.de/pid/83/2086.html'];59-70;2018;CIAA
12571;59;Ludovic Mignot;https://dblp.uni-trier.de/pid/06/761.html;On the Hierarchy of Block Deterministic Languages.;Pascal Caron, Ludovic Mignot, Clément Miklarz;['https://dblp.uni-trier.de/pid/77/3565.html', 'https://dblp.uni-trier.de/pid/165/8665.html'];63-75;2015;CIAA
12591;59;Ludovic Mignot;https://dblp.uni-trier.de/pid/06/761.html;Multi-Tilde-Bar Derivatives.;Pascal Caron, Jean-Marc Champarnaud, Ludovic Mignot;['https://dblp.uni-trier.de/pid/77/3565.html', 'https://dblp.uni-trier.de/pid/30/6143.html'];321-328;2012;CIAA
12603;59;Ludovic Mignot;https://dblp.uni-trier.de/pid/06/761.html;Small Extended Expressions for Acyclic Automata.;Pascal Caron, Jean-Marc Champarnaud, Ludovic Mignot;['https://dblp.uni-trier.de/pid/77/3565.html', 'https://dblp.uni-trier.de/pid/30/6143.html'];198-207;2009;CIAA
12610;382;Tom Sebastian;https://dblp.uni-trier.de/pid/09/8910.html;Early Nested Word Automata for XPath Query Answering on XML Streams.;Denis Debarbieux, Olivier Gauwin, Joachim Niehren, Tom Sebastian, Mohamed Zergaoui;['https://dblp.uni-trier.de/pid/80/1808.html', 'https://dblp.uni-trier.de/pid/51/7012.html', 'https://dblp.uni-trier.de/pid/n/JNiehren.html', 'https://dblp.uni-trier.de/pid/79/7504.html'];292-305;2013;CIAA
12629;678;Nerea Ezeiza;https://dblp.uni-trier.de/pid/79/3795.html;Using Finite State Technology in Natural Language Processing of Basque.;Iñaki Alegria, Maxux J. Aranzabe, Nerea Ezeiza, Aitzol Ezeiza, Ruben Urizar;['https://dblp.uni-trier.de/pid/77/2513.html', 'https://dblp.uni-trier.de/pid/22/987.html', 'https://dblp.uni-trier.de/pid/51/3734.html', 'https://dblp.uni-trier.de/pid/13/2854.html'];1-12;2001;CIAA
12669;228;Khaled El-Fakih;https://dblp.uni-trier.de/pid/83/1062.html;Preset and Adaptive Homing Experiments for Nondeterministic Finite State Machines.;Natalia Kushik, Khaled El-Fakih, Nina Yevtushenko;['https://dblp.uni-trier.de/pid/72/9959.html', 'https://dblp.uni-trier.de/pid/33/658.html'];215-224;2011;CIAA
12677;228;Khaled El-Fakih;https://dblp.uni-trier.de/pid/83/1062.html;Progressive Solutions to FSM Equations.;Khaled El-Fakih, Nina Yevtushenko;['https://dblp.uni-trier.de/pid/33/658.html'];274-282;2008;CIAA
12702;697;Steyn van Litsenborgh;https://dblp.uni-trier.de/pid/292/8936.html;Memoized Regular Expressions.;Brink van der Merwe, Jacobie Mouton, Steyn van Litsenborgh, Martin Berglund;['https://dblp.uni-trier.de/pid/59/6051.html', 'https://dblp.uni-trier.de/pid/296/0334.html', 'https://dblp.uni-trier.de/pid/59/9687.html'];39-52;2021;CIAA
12705;402;Martin Lange;https://dblp.uni-trier.de/pid/181/2007-1.html;A Similarity Measure for Formal Languages Based on Convergent Geometric Series.;Florian Bruse, Maurice Herwig, Martin Lange;['https://dblp.uni-trier.de/pid/130/3850.html', 'https://dblp.uni-trier.de/pid/321/6412.html'];80-92;2022;CIAA
12855;814;Mirian Halfeld Ferrari Alves;https://dblp.uni-trier.de/pid/f/MirianHalfeldFerrariAlves.html;Weak Inclusion for XML Types.;Joshua Amavi, Jacques Chabin, Mirian Halfeld Ferrari Alves, Pierre Réty;['https://dblp.uni-trier.de/pid/82/9959.html', 'https://dblp.uni-trier.de/pid/72/463.html', 'https://dblp.uni-trier.de/pid/76/6823.html'];30-41;2011;CIAA
12923;547;Benedikt Bollig;https://dblp.uni-trier.de/pid/b/BenediktBollig.html;Automata and Logics for Concurrent Systems: Five Models in Five Pages.;Benedikt Bollig;[];3-12;2015;CIAA
13000;117;Zeshan Peng;https://dblp.uni-trier.de/pid/51/1896.html;Time and Space Efficient Algorithms for Constrained Sequence Alignment.;Zeshan Peng, H. F. Ting;['https://dblp.uni-trier.de/pid/t/HingFungTing.html'];237-246;2004;CIAA
13001;394;Sicheol Sung;https://dblp.uni-trier.de/pid/321/6407.html;How to Settle the ReDoS Problem: Back to the Classical Automata Theory.;Sicheol Sung, Hyunjoon Cheon, Yo-Sub Han;['https://dblp.uni-trier.de/pid/228/6835.html', 'https://dblp.uni-trier.de/pid/h/YoSubHan.html'];34-49;2022;CIAA
13129;681;Gregor von Bochmann;https://dblp.uni-trier.de/pid/b/GvBochmann.html;Submodule Construction and Supervisory Control: A Generalization.;Gregor von Bochmann;[];27-39;2001;CIAA
13284;455;Shubh Narayan Singh;https://dblp.uni-trier.de/pid/58/10670.html;On Syntactic Complexity of Circular Semi-flower Automata.;Shubh Narayan Singh, Kanduru V. Krishna;['https://dblp.uni-trier.de/pid/27/10482.html'];312-323;2018;CIAA
13310;140;Borivoj Melichar;https://dblp.uni-trier.de/pid/78/5300.html;Tree Template Matching in Ranked Ordered Trees by Pushdown Automata.;Tomás Flouri, Jan Janousek, Borivoj Melichar, Costas S. Iliopoulos, Solon P. Pissis;['https://dblp.uni-trier.de/pid/01/5035.html', 'https://dblp.uni-trier.de/pid/21/1027.html', 'https://dblp.uni-trier.de/pid/i/CSIliopoulos.html', 'https://dblp.uni-trier.de/pid/89/7966.html'];273-281;2011;CIAA
13314;140;Borivoj Melichar;https://dblp.uni-trier.de/pid/78/5300.html;Finite Automata for Generalized Approach to Backward Pattern Matching.;Jan Antos, Borivoj Melichar;['https://dblp.uni-trier.de/pid/75/191.html'];49-58;2010;CIAA
13315;140;Borivoj Melichar;https://dblp.uni-trier.de/pid/78/5300.html;A Note on a Tree-Based 2D Indexing.;Jan Zdárek, Borivoj Melichar;['https://dblp.uni-trier.de/pid/z/JanZdarek.html'];300-309;2010;CIAA
13319;140;Borivoj Melichar;https://dblp.uni-trier.de/pid/78/5300.html;Pattern Matching in DCA Coded Text.;Jan Lahoda, Borivoj Melichar, Jan Zdárek;['https://dblp.uni-trier.de/pid/10/994.html', 'https://dblp.uni-trier.de/pid/z/JanZdarek.html'];151-160;2008;CIAA
13320;140;Borivoj Melichar;https://dblp.uni-trier.de/pid/78/5300.html;Approximate Periods with Levenshtein Distance.;Martin Simunek, Borivoj Melichar;['https://dblp.uni-trier.de/pid/37/6148.html'];286-287;2008;CIAA
13328;140;Borivoj Melichar;https://dblp.uni-trier.de/pid/78/5300.html;Borders and Finite Automata.;Martin Simunek, Borivoj Melichar;['https://dblp.uni-trier.de/pid/37/6148.html'];58-68;2006;CIAA
13329;140;Borivoj Melichar;https://dblp.uni-trier.de/pid/78/5300.html;Finding Common Motifs with Gaps Using Finite Automata.;Pavlos Antoniou, Jan Holub, Costas S. Iliopoulos, Borivoj Melichar, Pierre Peterlongo;['https://dblp.uni-trier.de/pid/22/6627.html', 'https://dblp.uni-trier.de/pid/h/JHolub.html', 'https://dblp.uni-trier.de/pid/i/CSIliopoulos.html', 'https://dblp.uni-trier.de/pid/99/1614.html'];69-77;2006;CIAA
13333;140;Borivoj Melichar;https://dblp.uni-trier.de/pid/78/5300.html;On Two-Dimensional Pattern Matching by Finite Automata.;Jan Zdárek, Borivoj Melichar;['https://dblp.uni-trier.de/pid/z/JanZdarek.html'];329-340;2005;CIAA
13335;140;Borivoj Melichar;https://dblp.uni-trier.de/pid/78/5300.html;Two-Dimensional Pattern Matching by Two-Dimensional Online Tessellation Automata.;Tomás Polcar, Borivoj Melichar;['https://dblp.uni-trier.de/pid/98/6165.html'];327-328;2004;CIAA
13338;140;Borivoj Melichar;https://dblp.uni-trier.de/pid/78/5300.html;The Longest Common Subsequence Problem A Finite Automata Approach.;Borivoj Melichar, Tomás Polcar;['https://dblp.uni-trier.de/pid/98/6165.html'];294-296;2003;CIAA
13340;140;Borivoj Melichar;https://dblp.uni-trier.de/pid/78/5300.html;Deterministic Parsing of Cyclic Strings.;Borivoj Melichar;[];301-306;2002;CIAA
13343;140;Borivoj Melichar;https://dblp.uni-trier.de/pid/78/5300.html;On the Size of Deterministic Finite Automata.;Borivoj Melichar, Jan Skryja;['https://dblp.uni-trier.de/pid/73/3804.html'];202-213;2001;CIAA
13346;140;Borivoj Melichar;https://dblp.uni-trier.de/pid/78/5300.html;Implementation of Nondeterministic Finite Automata for Approximate Pattern Matching.;Jan Holub, Borivoj Melichar;['https://dblp.uni-trier.de/pid/h/JHolub.html'];92-99;1998;Workshop on Implementing Automata
13359;510;Patrick Hütten;https://dblp.uni-trier.de/pid/38/3950.html;Symbolic Synthesis of Finite-State Controllers for Request-Response Specifications.;Nico Wallmeier, Patrick Hütten, Wolfgang Thomas;['https://dblp.uni-trier.de/pid/76/5200.html', 'https://dblp.uni-trier.de/pid/t/WolfgangThomas.html'];11-22;2003;CIAA
13363;843;Milos Pajic;https://dblp.uni-trier.de/pid/37/9960.html;Information Extraction from Semi-structured Resources: A Two-Phase Finite State Transducers Approach.;Vesna Pajic, Gordana Pavlovic-Lazetic, Milos Pajic;['https://dblp.uni-trier.de/pid/63/9960.html', 'https://dblp.uni-trier.de/pid/05/4417.html'];282-289;2011;CIAA
13369;18;Francesca Fiorenzi;https://dblp.uni-trier.de/pid/43/5101.html;Cellular Automata on Regular Rooted Trees.;Tullio Ceccherini-Silberstein, Michel Coornaert, Francesca Fiorenzi, Zoran Sunic;['https://dblp.uni-trier.de/pid/47/5900.html', 'https://dblp.uni-trier.de/pid/96/395.html', 'https://dblp.uni-trier.de/pid/41/6022.html'];101-112;2012;CIAA
13386;639;Emil Lerner;https://dblp.uni-trier.de/pid/161/6309.html;On Synchronizing Automata and Uniform Distribution.;Emil Lerner;[];202-212;2016;CIAA
13612;793;William I. Gasarch;https://dblp.uni-trier.de/pid/g/WilliamIGasarch.html;Implementing WS1S via Finite Automata: Performance Issues.;James Glenn, William I. Gasarch;['https://dblp.uni-trier.de/pid/32/6061.html'];75-86;1997;Workshop on Implementing Automata
13618;793;William I. Gasarch;https://dblp.uni-trier.de/pid/g/WilliamIGasarch.html;Implementing WS1S via Finite Automata.;James Glenn, William I. Gasarch;['https://dblp.uni-trier.de/pid/32/6061.html'];50-63;1996;Workshop on Implementing Automata
13669;269;Kees Hemerik;https://dblp.uni-trier.de/pid/h/KeesHemerik.html;Forest FIRE: A Taxonomy-based Toolkit of Tree Automata and Regular Tree Algorithms.;Loek G. Cleophas, Kees Hemerik;['https://dblp.uni-trier.de/pid/c/LoekCleophas.html'];245-248;2009;CIAA
13696;286;Philippe Le Parc;https://dblp.uni-trier.de/pid/98/1205.html;Proving Sequential Function Chart Programs Using Automata.;Dominique LHer, Philippe Le Parc, Lionel Marcé;['https://dblp.uni-trier.de/pid/44/4585.html', 'https://dblp.uni-trier.de/pid/67/3488.html'];149-163;1998;Workshop on Implementing Automata
13725;838;Tomás Flouri;https://dblp.uni-trier.de/pid/01/5035.html;Tree Template Matching in Ranked Ordered Trees by Pushdown Automata.;Tomás Flouri, Jan Janousek, Borivoj Melichar, Costas S. Iliopoulos, Solon P. Pissis;['https://dblp.uni-trier.de/pid/21/1027.html', 'https://dblp.uni-trier.de/pid/78/5300.html', 'https://dblp.uni-trier.de/pid/i/CSIliopoulos.html', 'https://dblp.uni-trier.de/pid/89/7966.html'];273-281;2011;CIAA
13843;63;Tingwen Liu;https://dblp.uni-trier.de/pid/56/7911.html;SDFA: Series DFA for Memory-Efficient Regular Expression Matching.;Tingwen Liu, Yong Sun, Li Guo, Binxing Fang;['https://dblp.uni-trier.de/pid/64/3333.html', 'https://dblp.uni-trier.de/pid/02/929-1.html', 'https://dblp.uni-trier.de/pid/87/254.html'];337-344;2012;CIAA
13898;8;Benjamin Monmege;https://dblp.uni-trier.de/pid/85/733.html;Adding Pebbles to Weighted Automata.;Paul Gastin, Benjamin Monmege;['https://dblp.uni-trier.de/pid/g/PaulGastin.html'];28-51;2012;CIAA
13907;584;S. P. Suresh;https://dblp.uni-trier.de/pid/34/6797.html;Dolev-Yao Theory with Associative Blindpair Operators.;Anguraj Baskar, R. Ramanujam, S. P. Suresh;['https://dblp.uni-trier.de/pid/36/5799.html', 'https://dblp.uni-trier.de/pid/80/2956.html'];58-69;2019;CIAA
13944;707;Markus Ulbricht;https://dblp.uni-trier.de/pid/82/11198-1.html;Ambiguity Hierarchies for Weighted Tree Automata.;Andreas Maletti, Teodora Nasz, Kevin Stier, Markus Ulbricht;['https://dblp.uni-trier.de/pid/48/3591.html', 'https://dblp.uni-trier.de/pid/296/0452.html', 'https://dblp.uni-trier.de/pid/265/9625.html'];140-151;2021;CIAA
13959;357;Mathieu Caralp;https://dblp.uni-trier.de/pid/117/1582.html;Trimming Visibly Pushdown Automata.;Mathieu Caralp, Pierre-Alain Reynier, Jean-Marc Talbot;['https://dblp.uni-trier.de/pid/55/5954.html', 'https://dblp.uni-trier.de/pid/t/JMTalbot.html'];84-96;2013;CIAA
13997;642;Andrew Winslow;https://dblp.uni-trier.de/pid/86/8242.html;The Complexity of Fixed-Height Patterned Tile Self-assembly.;Shinnosuke Seki, Andrew Winslow;['https://dblp.uni-trier.de/pid/70/1118.html'];248-259;2016;CIAA
14050;212;Madlen Kimmritz;https://dblp.uni-trier.de/pid/72/4078.html;Persistent Computations of Turing Machines.;Harald Hempel, Madlen Kimmritz;['https://dblp.uni-trier.de/pid/h/HaraldHempel.html'];171-180;2008;CIAA
14091;34;Jeffrey O. Shallit;https://dblp.uni-trier.de/pid/s/JeffreyShallit.html;Say No to Case Analysis: Automating the Drudgery of Case-Based Proofs.;Jeffrey O. Shallit;[];14-24;2021;CIAA
14247;34;Jeffrey O. Shallit;https://dblp.uni-trier.de/pid/s/JeffreyShallit.html;Automatic Theorem-Proving in Combinatorics on Words.;Daniel Goc, Dane Henshall, Jeffrey O. Shallit;['https://dblp.uni-trier.de/pid/179/4995.html', 'https://dblp.uni-trier.de/pid/79/11143.html'];180-191;2012;CIAA
14284;34;Jeffrey O. Shallit;https://dblp.uni-trier.de/pid/s/JeffreyShallit.html;On Lazy Representations and Sturmian Graphs.;Chiara Epifanio, Christiane Frougny, Alessandra Gabriele, Filippo Mignosi, Jeffrey O. Shallit;['https://dblp.uni-trier.de/pid/59/3949.html', 'https://dblp.uni-trier.de/pid/27/7026.html', 'https://dblp.uni-trier.de/pid/39/6106.html', 'https://dblp.uni-trier.de/pid/m/FilippoMignosi.html'];125-134;2010;CIAA
14322;34;Jeffrey O. Shallit;https://dblp.uni-trier.de/pid/s/JeffreyShallit.html;Efficient Enumeration of Regular Languages.;Margareta Ackerman, Jeffrey O. Shallit;['https://dblp.uni-trier.de/pid/81/894.html'];226-242;2007;CIAA
14343;34;Jeffrey O. Shallit;https://dblp.uni-trier.de/pid/s/JeffreyShallit.html;Enumerating Regular Expressions and Their Languages.;Jonathan Lee, Jeffrey O. Shallit;['https://dblp.uni-trier.de/pid/30/3557-5.html'];2-22;2004;CIAA
14344;34;Jeffrey O. Shallit;https://dblp.uni-trier.de/pid/s/JeffreyShallit.html;State Complexity and the Monoid of Transformations of a Finite Set.;Bryan Krawetz, John Lawrence, Jeffrey O. Shallit;['https://dblp.uni-trier.de/pid/65/5953.html', 'https://dblp.uni-trier.de/pid/77/5317.html'];213-224;2004;CIAA
14371;34;Jeffrey O. Shallit;https://dblp.uni-trier.de/pid/s/JeffreyShallit.html;State Complexity and Jacobsthal's Function.;Jeffrey O. Shallit;[];272-278;2000;CIAA
14428;496;Gloria Andrade;https://dblp.uni-trier.de/pid/68/2186.html;Compilation of Constraint-Based Contextual Rules for Part-of-Speech Tagging into Finite State Transducers.;Jorge Graña, Gloria Andrade, Jesús Vilares;['https://dblp.uni-trier.de/pid/g/JorgeGranaGil.html', 'https://dblp.uni-trier.de/pid/v/JesusVilares.html'];128-137;2002;CIAA
14533;183;Ahmed Bouajjani;https://dblp.uni-trier.de/pid/b/AhmedBouajjani.html;Antichain-Based Universality and Inclusion Testing over Nondeterministic Finite Tree Automata.;Ahmed Bouajjani, Peter Habermehl, Lukás Holík, Tayssir Touili, Tomás Vojnar;['https://dblp.uni-trier.de/pid/22/639.html', 'https://dblp.uni-trier.de/pid/64/6177.html', 'https://dblp.uni-trier.de/pid/23/6190.html', 'https://dblp.uni-trier.de/pid/51/533.html'];57-67;2008;CIAA
14534;183;Ahmed Bouajjani;https://dblp.uni-trier.de/pid/b/AhmedBouajjani.html;Composed Bisimulation for Tree Automata.;Parosh Aziz Abdulla, Ahmed Bouajjani, Lukás Holík, Lisa Kaati, Tomás Vojnar;['https://dblp.uni-trier.de/pid/a/PAAbdulla.html', 'https://dblp.uni-trier.de/pid/64/6177.html', 'https://dblp.uni-trier.de/pid/34/5632.html', 'https://dblp.uni-trier.de/pid/51/533.html'];212-222;2008;CIAA
14618;479;Juraj Sebej;https://dblp.uni-trier.de/pid/60/9959.html;Partitioning a Symmetric Rational Relation into Two Asymmetric Rational Relations.;Stavros Konstantinidis, Mitja Mastnak, Juraj Sebej;['https://dblp.uni-trier.de/pid/k/StavrosKonstantinidis.html', 'https://dblp.uni-trier.de/pid/166/1600.html'];171-183;2019;CIAA
14626;479;Juraj Sebej;https://dblp.uni-trier.de/pid/60/9959.html;Kuratowski Algebras Generated by Prefix-Free Languages.;Jozef Jirásek Jr., Juraj Sebej;['https://dblp.uni-trier.de/pid/182/6176.html'];150-162;2016;CIAA
14630;479;Juraj Sebej;https://dblp.uni-trier.de/pid/60/9959.html;Kleene Closure on Regular and Prefix-Free Languages.;Galina Jirásková, Matús Palmovský, Juraj Sebej;['https://dblp.uni-trier.de/pid/j/GJiraskova.html', 'https://dblp.uni-trier.de/pid/133/6735.html'];226-237;2014;CIAA
14676;300;Marcella Anselmo;https://dblp.uni-trier.de/pid/91/3140.html;Tiling Automaton: A Computational Model for Recognizable Two-Dimensional Languages.;Marcella Anselmo, Dora Giammarresi, Maria Madonia;['https://dblp.uni-trier.de/pid/13/1566.html', 'https://dblp.uni-trier.de/pid/74/2120.html'];290-302;2007;CIAA
14680;300;Marcella Anselmo;https://dblp.uni-trier.de/pid/91/3140.html;Simulating Two-Dimensional Recognizability by Pushdown and Queue Automata .;Marcella Anselmo, Maria Madonia;['https://dblp.uni-trier.de/pid/74/2120.html'];43-53;2005;CIAA
14684;300;Marcella Anselmo;https://dblp.uni-trier.de/pid/91/3140.html;Finite Automata and Non-self-Embedding Grammars.;Marcella Anselmo, Dora Giammarresi, Stefano Varricchio;['https://dblp.uni-trier.de/pid/13/1566.html', 'https://dblp.uni-trier.de/pid/61/649.html'];47-56;2002;CIAA
14712;750;Heikki Hyyrö;https://dblp.uni-trier.de/pid/24/5109.html;Tighter Packed Bit-Parallel NFA for Approximate String Matching.;Heikki Hyyrö;[];287-289;2006;CIAA
14739;245;François Barthélemy;https://dblp.uni-trier.de/pid/24/2181.html;A Testing Framework for Finite-State Morphology.;François Barthélemy;[];75-83;2009;CIAA
14743;245;François Barthélemy;https://dblp.uni-trier.de/pid/24/2181.html;Multi-grain Relations.;François Barthélemy;[];243-252;2007;CIAA
15280;615;B. Sundar Rajan;https://dblp.uni-trier.de/pid/r/BSundarRajan.html;A Package for the Implementation of Block Codes as Finite Automata.;Priti Shankar, K. Sasidharan, Vikas Aggarwal, B. Sundar Rajan;['https://dblp.uni-trier.de/pid/59/2499.html', 'https://dblp.uni-trier.de/pid/29/5029.html', 'https://dblp.uni-trier.de/pid/13/471.html'];279-292;2000;CIAA
15293;480;Petr Kurka;https://dblp.uni-trier.de/pid/72/4846.html;Analytic Functions Computable by Finite State Transducers.;Petr Kurka, Tomás Vávra;['https://dblp.uni-trier.de/pid/68/8774.html'];252-263;2014;CIAA
15390;22;Pierpaolo Degano;https://dblp.uni-trier.de/pid/90/1344.html;Towards Nominal Context-Free Model-Checking.;Pierpaolo Degano, Gian Luigi Ferrari, Gianluca Mezzetti;['https://dblp.uni-trier.de/pid/f/GianLuigiFerrari.html', 'https://dblp.uni-trier.de/pid/96/10107.html'];109-121;2013;CIAA
15394;22;Pierpaolo Degano;https://dblp.uni-trier.de/pid/90/1344.html;Nominal Automata for Resource Usage Control.;Pierpaolo Degano, Gian Luigi Ferrari, Gianluca Mezzetti;['https://dblp.uni-trier.de/pid/f/GianLuigiFerrari.html', 'https://dblp.uni-trier.de/pid/96/10107.html'];125-137;2012;CIAA
15550;195;José Ruiz;https://dblp.uni-trier.de/pid/39/386-1.html;Learning Regular Languages Using Nondeterministic Finite Automata.;Pedro García, Manuel Vazquez de Parga, Gloria Inés Alvarez, José Ruiz;['https://dblp.uni-trier.de/pid/04/2667-1.html', 'https://dblp.uni-trier.de/pid/87/3323.html', 'https://dblp.uni-trier.de/pid/97/8237.html'];92-101;2008;CIAA
