Key;Author-Key;Author;Author-URL;Title;Co-Authors;Co-Author-URLs;Pagination;Year;Venue
2963;100;Mathieu Giraud;https://dblp.uni-trier.de/pid/05/3181.html;Path-Equivalent Removals of epsilon-transitions in a Genomic Weighted Finite Automaton.;Mathieu Giraud, Philippe Veber, Dominique Lavenier;['https://dblp.uni-trier.de/pid/01/4182.html', 'https://dblp.uni-trier.de/pid/79/1435.html'];23-33;2006;CIAA
2967;100;Mathieu Giraud;https://dblp.uni-trier.de/pid/05/3181.html;Linear Encoding Scheme for Weighted Finite Automata.;Mathieu Giraud, Dominique Lavenier;['https://dblp.uni-trier.de/pid/79/1435.html'];146-155;2004;CIAA
3102;550;Madhav V. Marathe;https://dblp.uni-trier.de/pid/52/991.html;Complexity of Inferring Local Transition Functions of Discrete Dynamical Systems.;Abhijin Adiga, Chris J. Kuhlman, Madhav V. Marathe, S. S. Ravi, Daniel J. Rosenkrantz, Richard Edwin Stearns;['https://dblp.uni-trier.de/pid/73/8044.html', 'https://dblp.uni-trier.de/pid/09/7561.html', 'https://dblp.uni-trier.de/pid/94/2464.html', 'https://dblp.uni-trier.de/pid/80/6105.html', 'https://dblp.uni-trier.de/pid/s/RichardEdwinStearns.html'];21-34;2015;CIAA
3327;803;Darrell R. Raymond;https://dblp.uni-trier.de/pid/65/3249.html;WIA and the Practice of Theory in Computer Science.;Darrell R. Raymond;[];1-5;1996;Workshop on Implementing Automata
3359;58;Jean-Marc Champarnaud;https://dblp.uni-trier.de/pid/30/6143.html;Multi-Tilde-Bar Derivatives.;Pascal Caron, Jean-Marc Champarnaud, Ludovic Mignot;['https://dblp.uni-trier.de/pid/77/3565.html', 'https://dblp.uni-trier.de/pid/06/761.html'];321-328;2012;CIAA
3370;58;Jean-Marc Champarnaud;https://dblp.uni-trier.de/pid/30/6143.html;Regular Geometrical Languages and Tiling the Plane.;Jean-Marc Champarnaud, Jean-Philippe Dubernard, Hadrien Jeanne;['https://dblp.uni-trier.de/pid/86/106.html', 'https://dblp.uni-trier.de/pid/16/2622.html'];69-78;2010;CIAA
3375;58;Jean-Marc Champarnaud;https://dblp.uni-trier.de/pid/30/6143.html;Small Extended Expressions for Acyclic Automata.;Pascal Caron, Jean-Marc Champarnaud, Ludovic Mignot;['https://dblp.uni-trier.de/pid/77/3565.html', 'https://dblp.uni-trier.de/pid/06/761.html'];198-207;2009;CIAA
3377;58;Jean-Marc Champarnaud;https://dblp.uni-trier.de/pid/30/6143.html;Testing Whether a Binary and Prolongeable Regular Language LIs Geometrical or Not on the Minimal Deterministic Automaton of Pref(L).;Jean-Marc Champarnaud, Jean-Philippe Dubernard, Hadrien Jeanne;['https://dblp.uni-trier.de/pid/86/106.html', 'https://dblp.uni-trier.de/pid/16/2622.html'];68-77;2008;CIAA
3382;58;Jean-Marc Champarnaud;https://dblp.uni-trier.de/pid/30/6143.html;Reducing Acyclic Cover Transducers.;Jean-Marc Champarnaud, Franck Guingne, Jacques Farré;['https://dblp.uni-trier.de/pid/50/6237.html', 'https://dblp.uni-trier.de/pid/80/61.html'];38-50;2007;CIAA
3384;58;Jean-Marc Champarnaud;https://dblp.uni-trier.de/pid/30/6143.html;Multi-tape Automata with Symbol Classes.;Florent Nicart, Jean-Marc Champarnaud, Tibor Csáki, Tamás Gaál, André Kempe;['https://dblp.uni-trier.de/pid/04/692.html', 'https://dblp.uni-trier.de/pid/63/3208.html', 'https://dblp.uni-trier.de/pid/61/5622.html', 'https://dblp.uni-trier.de/pid/73/3270.html'];126-136;2006;CIAA
3392;58;Jean-Marc Champarnaud;https://dblp.uni-trier.de/pid/30/6143.html;A Class of Rational n-WFSM Auto-intersections.;André Kempe, Jean-Marc Champarnaud, Jason Eisner, Franck Guingne, Florent Nicart;['https://dblp.uni-trier.de/pid/73/3270.html', 'https://dblp.uni-trier.de/pid/37/3263.html', 'https://dblp.uni-trier.de/pid/50/6237.html', 'https://dblp.uni-trier.de/pid/04/692.html'];188-198;2005;CIAA
3401;58;Jean-Marc Champarnaud;https://dblp.uni-trier.de/pid/30/6143.html;Brute Force Determinization of NFAs by Means of State Covers.;Jean-Marc Champarnaud, Fabien Coulon, Thomas Paranthoën;['https://dblp.uni-trier.de/pid/79/5612.html', 'https://dblp.uni-trier.de/pid/09/734.html'];80-89;2004;CIAA
3402;58;Jean-Marc Champarnaud;https://dblp.uni-trier.de/pid/30/6143.html;Computing the Follow Automaton of an Expression.;Jean-Marc Champarnaud, Florent Nicart, Djelloul Ziadi;['https://dblp.uni-trier.de/pid/04/692.html', 'https://dblp.uni-trier.de/pid/83/2086.html'];90-101;2004;CIAA
3407;58;Jean-Marc Champarnaud;https://dblp.uni-trier.de/pid/30/6143.html;From Regular Weighted Expressions to Finite Automata.;Jean-Marc Champarnaud, Éric Laugerotte, Faissal Ouardi, Djelloul Ziadi;['https://dblp.uni-trier.de/pid/68/4299.html', 'https://dblp.uni-trier.de/pid/48/3952.html', 'https://dblp.uni-trier.de/pid/83/2086.html'];49-60;2003;CIAA
3418;58;Jean-Marc Champarnaud;https://dblp.uni-trier.de/pid/30/6143.html;Brzozowski's Derivatives Extended to Multiplicities.;Jean-Marc Champarnaud, Gérard Duchamp;['https://dblp.uni-trier.de/pid/d/GerardDuchamp.html'];52-64;2001;CIAA
3419;58;Jean-Marc Champarnaud;https://dblp.uni-trier.de/pid/30/6143.html;Implicit Structures to Implement NFA's from Regular Expressions.;Jean-Marc Champarnaud;[];80-93;2000;CIAA
3420;58;Jean-Marc Champarnaud;https://dblp.uni-trier.de/pid/30/6143.html;New Finite Automaton Constructions Based on Canonical Derivatives.;Jean-Marc Champarnaud, Djelloul Ziadi;['https://dblp.uni-trier.de/pid/83/2086.html'];94-104;2000;CIAA
3423;58;Jean-Marc Champarnaud;https://dblp.uni-trier.de/pid/30/6143.html;SEA: A Symbolic Environment for Automata Theory.;Philippe Andary, Pascal Caron, Jean-Marc Champarnaud, Gérard Duchamp, Marianne Flouret, Éric Laugerotte;['https://dblp.uni-trier.de/pid/32/6467.html', 'https://dblp.uni-trier.de/pid/77/3565.html', 'https://dblp.uni-trier.de/pid/d/GerardDuchamp.html', 'https://dblp.uni-trier.de/pid/27/606.html', 'https://dblp.uni-trier.de/pid/68/4299.html'];13-26;1999;WIA
3425;58;Jean-Marc Champarnaud;https://dblp.uni-trier.de/pid/30/6143.html;Determinization of Glushkov Automata.;Jean-Marc Champarnaud, Djelloul Ziadi, Jean-Luc Ponty;['https://dblp.uni-trier.de/pid/83/2086.html', 'https://dblp.uni-trier.de/pid/15/3639.html'];57-68;1998;Workshop on Implementing Automata
3426;58;Jean-Marc Champarnaud;https://dblp.uni-trier.de/pid/30/6143.html;Automata and Binary Decision Diagrams.;Jean-Francis Michon, Jean-Marc Champarnaud;['https://dblp.uni-trier.de/pid/91/3645.html'];178-182;1998;Workshop on Implementing Automata
3427;58;Jean-Marc Champarnaud;https://dblp.uni-trier.de/pid/30/6143.html;Autographe: A Graphical Version of Automate.;Are Uppman, Jean-Marc Champarnaud;['https://dblp.uni-trier.de/pid/19/81.html'];226-229;1998;Workshop on Implementing Automata
3428;58;Jean-Marc Champarnaud;https://dblp.uni-trier.de/pid/30/6143.html;A New Quadratic Algorithm to Convert a Regular Expression into an Automaton.;Jean-Luc Ponty, Djelloul Ziadi, Jean-Marc Champarnaud;['https://dblp.uni-trier.de/pid/15/3639.html', 'https://dblp.uni-trier.de/pid/83/2086.html'];109-119;1996;Workshop on Implementing Automata
3453;784;Radu Negulescu;https://dblp.uni-trier.de/pid/89/3641.html;Automata of Asynchronous Behaviors.;Janusz A. Brzozowski, Radu Negulescu;['https://dblp.uni-trier.de/pid/b/JABrzozowski.html'];29-45;1997;Workshop on Implementing Automata
3456;291;Yuri Velinov;https://dblp.uni-trier.de/pid/76/5063.html;On the Software Design of Cellular Automata Simulators for Ecological Modeling.;Yuri Velinov;[];261-262;2001;CIAA
3458;291;Yuri Velinov;https://dblp.uni-trier.de/pid/76/5063.html;On the Syntax, Semantics, and Implementation of a Graph-Based Computational Environment.;Yuri Velinov;[];199-212;1998;Workshop on Implementing Automata
3459;291;Yuri Velinov;https://dblp.uni-trier.de/pid/76/5063.html;Teaching Theory of Computation with Tape Machines.;Yuri Velinov;[];213-227;1997;Workshop on Implementing Automata
3465;442;Stefan Gerdjikov;https://dblp.uni-trier.de/pid/49/637.html;Generalised Twinning Property.;Stefan Gerdjikov;[];173-185;2018;CIAA
3470;442;Stefan Gerdjikov;https://dblp.uni-trier.de/pid/49/637.html;A Simple Method for Building Bimachines from Functional Finite-State Transducers.;Stefan Gerdjikov, Stoyan Mihov, Klaus U. Schulz;['https://dblp.uni-trier.de/pid/67/6448.html', 'https://dblp.uni-trier.de/pid/s/KUSchulz.html'];113-125;2017;CIAA
3485;854;Miri Ben-Nissan;https://dblp.uni-trier.de/pid/96/2152.html;Accelerating Boyer Moore Searches on Binary Texts.;Shmuel Tomi Klein, Miri Ben-Nissan;['https://dblp.uni-trier.de/pid/k/ShmuelTomiKlein.html'];130-143;2007;CIAA
3607;507;Maxime Crochemore;https://dblp.uni-trier.de/pid/c/MCrochemore.html;Building Phylogeny with Minimal Absent Words.;Supaporn Chairungsee, Maxime Crochemore;['https://dblp.uni-trier.de/pid/55/9960.html'];100-109;2011;CIAA
3661;507;Maxime Crochemore;https://dblp.uni-trier.de/pid/c/MCrochemore.html;On the Suffix Automaton with Mismatches.;Maxime Crochemore, Chiara Epifanio, Alessandra Gabriele, Filippo Mignosi;['https://dblp.uni-trier.de/pid/59/3949.html', 'https://dblp.uni-trier.de/pid/39/6106.html', 'https://dblp.uni-trier.de/pid/m/FilippoMignosi.html'];144-156;2007;CIAA
3663;507;Maxime Crochemore;https://dblp.uni-trier.de/pid/c/MCrochemore.html;Factor Oracles.;Maxime Crochemore, Lucian Ilie, Emine Seid-Hilmi;['https://dblp.uni-trier.de/pid/i/LucianIlie.html', 'https://dblp.uni-trier.de/pid/66/1105.html'];78-89;2006;CIAA
3697;507;Maxime Crochemore;https://dblp.uni-trier.de/pid/c/MCrochemore.html;On the Implementation of Compact DAWG's.;Jan Holub, Maxime Crochemore;['https://dblp.uni-trier.de/pid/h/JHolub.html'];289-294;2002;CIAA
3816;157;Anne Bergeron;https://dblp.uni-trier.de/pid/02/312.html;Cascade Decompositions are Bit-Vector Algorithms.;Anne Bergeron, Sylvie Hamel;['https://dblp.uni-trier.de/pid/96/6540.html'];13-26;2001;CIAA
3817;157;Anne Bergeron;https://dblp.uni-trier.de/pid/02/312.html;Fast Implementations of Automata Computations.;Anne Bergeron, Sylvie Hamel;['https://dblp.uni-trier.de/pid/96/6540.html'];47-56;2000;CIAA
3819;157;Anne Bergeron;https://dblp.uni-trier.de/pid/02/312.html;Analysis of Reactive Systems with n Timers.;Anne Bergeron, Riccardo Catalano;['https://dblp.uni-trier.de/pid/67/1510.html'];27-38;1999;WIA
3821;157;Anne Bergeron;https://dblp.uni-trier.de/pid/02/312.html;Automata and Computational Probabilities.;Marie-Chantal Beaulieu, Anne Bergeron;['https://dblp.uni-trier.de/pid/26/6700.html'];164-177;1998;Workshop on Implementing Automata
3854;120;German Tischler;https://dblp.uni-trier.de/pid/71/5443.html;Refinement of Near Random Access Video Coding with Weighted Finite Automata.;German Tischler;[];46-57;2006;CIAA
3856;120;German Tischler;https://dblp.uni-trier.de/pid/71/5443.html;Parametric Weighted Finite Automata for Figure Drawing.;German Tischler;[];259-268;2004;CIAA
3891;570;Masaki Nakanishi;https://dblp.uni-trier.de/pid/94/270.html;Classical and Quantum Counter Automata on Promise Problems.;Masaki Nakanishi, Abuzer Yakaryilmaz;['https://dblp.uni-trier.de/pid/82/4618.html'];224-237;2015;CIAA
4010;823;Chih-Hong Cheng;https://dblp.uni-trier.de/pid/64/3701.html;On the Hardness of Priority Synthesis.;Chih-Hong Cheng, Barbara Jobstmann, Christian Buckl, Alois C. Knoll;['https://dblp.uni-trier.de/pid/55/5062.html', 'https://dblp.uni-trier.de/pid/70/6638.html', 'https://dblp.uni-trier.de/pid/k/AloisKnoll.html'];110-117;2011;CIAA
4023;78;Aneta Binder;https://dblp.uni-trier.de/pid/48/2968.html;Implementation of Catalytic P Systems.;Aneta Binder, Rudolf Freund, Georg Lojka, Marion Oswald;['https://dblp.uni-trier.de/pid/84/472.html', 'https://dblp.uni-trier.de/pid/97/6960.html', 'https://dblp.uni-trier.de/pid/97/5256.html'];45-56;2004;CIAA
4036;97;Dieter Hofbauer;https://dblp.uni-trier.de/pid/h/DieterHofbauer.html;Finding Finite Automata That Certify Termination of String Rewriting.;Alfons Geser, Dieter Hofbauer, Johannes Waldmann, Hans Zantema;['https://dblp.uni-trier.de/pid/g/AlfonsGeser.html', 'https://dblp.uni-trier.de/pid/33/1518.html', 'https://dblp.uni-trier.de/pid/z/HZantema.html'];134-145;2004;CIAA
4060;435;Marco Cognetta;https://dblp.uni-trier.de/pid/223/4918.html;Online Stochastic Pattern Matching.;Marco Cognetta, Yo-Sub Han;['https://dblp.uni-trier.de/pid/h/YoSubHan.html'];121-132;2018;CIAA
4062;659;Sævar Örn Kjartansson;https://dblp.uni-trier.de/pid/190/7312.html;On the Complexity of Determinizing Monitors.;Luca Aceto, Antonis Achilleos, Adrian Francalanza, Anna Ingólfsdóttir, Sævar Örn Kjartansson;['https://dblp.uni-trier.de/pid/a/LucaAceto.html', 'https://dblp.uni-trier.de/pid/44/7660.html', 'https://dblp.uni-trier.de/pid/91/2771.html', 'https://dblp.uni-trier.de/pid/i/AIngolfsdottir.html'];1-13;2017;CIAA
4196;209;Rob J. van Glabbeek;https://dblp.uni-trier.de/pid/g/RobJvanGlabbeek.html;Five Determinisation Algorithms.;Rob J. van Glabbeek, Bas Ploeger;['https://dblp.uni-trier.de/pid/92/3700.html'];161-170;2008;CIAA
4273;874;Ladislav Vagner;https://dblp.uni-trier.de/pid/95/5508.html;The Constrained Longest Common Subsequence Problem for Degenerate Strings.;Costas S. Iliopoulos, M. Sohel Rahman, Michal Vorácek, Ladislav Vagner;['https://dblp.uni-trier.de/pid/i/CSIliopoulos.html', 'https://dblp.uni-trier.de/pid/r/MohammadSohelRahman.html', 'https://dblp.uni-trier.de/pid/84/1150.html'];309-311;2007;CIAA
4286;527;Akihiko Tozawa;https://dblp.uni-trier.de/pid/08/2582.html;XML Schema Containment Checking Based on Semi-implicit Techniques.;Akihiko Tozawa, Masami Hagiya;['https://dblp.uni-trier.de/pid/h/MasamiHagiya.html'];213-225;2003;CIAA
4301;177;Bala Ravikumar;https://dblp.uni-trier.de/pid/24/3232.html;Some Decision Problems Concerning NPDAs, Palindromes, and Dyck Languages.;Oscar H. Ibarra, Bala Ravikumar;['https://dblp.uni-trier.de/pid/i/OscarHIbarra.html'];193-207;2013;CIAA
4320;177;Bala Ravikumar;https://dblp.uni-trier.de/pid/24/3232.html;Weak Minimization of DFA - An Algorithm and Applications.;Bala Ravikumar;[];226-238;2003;CIAA
4331;177;Bala Ravikumar;https://dblp.uni-trier.de/pid/24/3232.html;Implementing Sequential and Parallel Programs for the Homing Sequence Problem.;Bala Ravikumar, X. Xiong;['https://dblp.uni-trier.de/pid/87/3812.html'];120-131;1996;Workshop on Implementing Automata
4378;198;Sebastian Maneth;https://dblp.uni-trier.de/pid/m/SebastianManeth.html;Static Garbage Collection.;Sebastian Maneth;[];3-9;2019;CIAA
4464;198;Sebastian Maneth;https://dblp.uni-trier.de/pid/m/SebastianManeth.html;Multi-Return Macro Tree Transducers.;Kazuhiro Inaba, Haruo Hosoya, Sebastian Maneth;['https://dblp.uni-trier.de/pid/74/410.html', 'https://dblp.uni-trier.de/pid/13/6560.html'];102-111;2008;CIAA
4480;198;Sebastian Maneth;https://dblp.uni-trier.de/pid/m/SebastianManeth.html;Tree Automata and XPath on Compressed Trees.;Markus Lohrey, Sebastian Maneth;['https://dblp.uni-trier.de/pid/76/1674.html'];225-237;2005;CIAA
4513;462;Ivone Amorim;https://dblp.uni-trier.de/pid/118/5957.html;Counting Equivalent Linear Finite Transducers Using a Canonical Form.;Ivone Amorim, António Machiavelo, Rogério Reis;['https://dblp.uni-trier.de/pid/21/4601.html', 'https://dblp.uni-trier.de/pid/30/5254.html'];70-83;2014;CIAA
4694;161;Andreas Kerren;https://dblp.uni-trier.de/pid/44/6743.html;Visual Exploration of Generation Algorithms for Finite Automata on the Web.;Stephan Diehl, Andreas Kerren, Torsten Weller;['https://dblp.uni-trier.de/pid/d/StephanDiehl1.html', 'https://dblp.uni-trier.de/pid/00/6512.html'];327-328;2000;CIAA
4696;161;Andreas Kerren;https://dblp.uni-trier.de/pid/44/6743.html;Animation of the Generation and Computation of Finite Automata for Learning Software.;Beatrix Braune, Stephan Diehl, Andreas Kerren, Reinhard Wilhelm;['https://dblp.uni-trier.de/pid/46/1614.html', 'https://dblp.uni-trier.de/pid/d/StephanDiehl1.html', 'https://dblp.uni-trier.de/pid/w/ReinhardWilhelm.html'];39-47;1999;WIA
4749;531;Hsueh-I Lu;https://dblp.uni-trier.de/pid/l/HsuehILu.html;An Optimal Algorithm for Maximum-Sum Segment and Its Application in Bioinformatics Extended Abstract.;Tsai-Hung Fan, Shufen Lee, Hsueh-I Lu, Tsung-Shan Tsou, Tsai-Cheng Wang, Adam Yao;['https://dblp.uni-trier.de/pid/02/3376.html', 'https://dblp.uni-trier.de/pid/64/762.html', 'https://dblp.uni-trier.de/pid/44/90.html', 'https://dblp.uni-trier.de/pid/57/4224.html', 'https://dblp.uni-trier.de/pid/11/6327.html'];251-257;2003;CIAA
4826;862;Claus Brabrand;https://dblp.uni-trier.de/pid/61/6274.html;Analyzing Ambiguity of Context-Free Grammars.;Claus Brabrand, Robert Giegerich, Anders Møller;['https://dblp.uni-trier.de/pid/g/RobertGiegerich.html', 'https://dblp.uni-trier.de/pid/55/6739.html'];214-225;2007;CIAA
4843;39;Alexander Lauser;https://dblp.uni-trier.de/pid/69/8148.html;Regular Ideal Languages and Their Boolean Combinations.;Franz Jahn, Manfred Kufleitner, Alexander Lauser;['https://dblp.uni-trier.de/pid/118/1311.html', 'https://dblp.uni-trier.de/pid/79/477.html'];205-216;2012;CIAA
4857;39;Alexander Lauser;https://dblp.uni-trier.de/pid/69/8148.html;Partially Ordered Two-Way Büchi Automata.;Manfred Kufleitner, Alexander Lauser;['https://dblp.uni-trier.de/pid/79/477.html'];181-190;2010;CIAA
4862;474;Javier Gil;https://dblp.uni-trier.de/pid/15/7673.html;Bounded Prefix-Suffix Duplication.;Marius Dumitran, Javier Gil, Florin Manea, Victor Mitrana;['https://dblp.uni-trier.de/pid/147/8451.html', 'https://dblp.uni-trier.de/pid/67/4899.html', 'https://dblp.uni-trier.de/pid/86/4985.html'];176-187;2014;CIAA
4865;618;John-Paul Harper;https://dblp.uni-trier.de/pid/76/2598.html;The MERLin Environment Applied to *-NFAs.;Lynette van Zijl, John-Paul Harper, Frank Olivier;['https://dblp.uni-trier.de/pid/02/4801.html', 'https://dblp.uni-trier.de/pid/75/4604.html'];318-326;2000;CIAA
4885;248;Ping Liu;https://dblp.uni-trier.de/pid/34/188-1.html;Compressing Regular Expressions' DFA Table by Matrix Decomposition.;Yanbing Liu, Li Guo, Ping Liu, Jianlong Tan;['https://dblp.uni-trier.de/pid/84/4048.html', 'https://dblp.uni-trier.de/pid/02/929-1.html', 'https://dblp.uni-trier.de/pid/19/336.html'];282-289;2010;CIAA
4886;248;Ping Liu;https://dblp.uni-trier.de/pid/34/188-1.html;A Table Compression Method for Extended Aho-Corasick Automaton.;Yanbing Liu, Yifu Yang, Ping Liu, Jianlong Tan;['https://dblp.uni-trier.de/pid/84/4048.html', 'https://dblp.uni-trier.de/pid/05/7175.html', 'https://dblp.uni-trier.de/pid/19/336.html'];84-93;2009;CIAA
4959;835;Pierre-Yves Schobbens;https://dblp.uni-trier.de/pid/27/3416.html;Distributed Event Clock Automata - Extended Abstract.;James Jerson Ortiz, Axel Legay, Pierre-Yves Schobbens;['https://dblp.uni-trier.de/pid/24/8836.html', 'https://dblp.uni-trier.de/pid/52/579.html'];250-263;2011;CIAA
5032;566;Emanuele Giaquinta;https://dblp.uni-trier.de/pid/16/5567.html;Run-Length Encoded Nondeterministic KMP and Suffix Automata.;Emanuele Giaquinta;[];102-113;2015;CIAA
5063;136;Matthew Drotar;https://dblp.uni-trier.de/pid/20/1900.html;Does Hausdorff Dimension Measure Texture Complexity?.;Mark G. Eramian, Matthew Drotar;['https://dblp.uni-trier.de/pid/78/3954.html'];317-318;2004;CIAA
5066;423;Yusuke Inoue;https://dblp.uni-trier.de/pid/75/4426.html;An Ambiguity Hierarchy of Weighted Context-Free Grammars.;Yusuke Inoue, Kenji Hashimoto, Hiroyuki Seki;['https://dblp.uni-trier.de/pid/22/5692.html', 'https://dblp.uni-trier.de/pid/09/4711.html'];238-250;2022;CIAA
5098;589;Hwee Kim;https://dblp.uni-trier.de/pid/139/8245.html;A General Architecture of Oritatami Systems for Simulating Arbitrary Finite Automata.;Yo-Sub Han, Hwee Kim, Yusei Masuda, Shinnosuke Seki;['https://dblp.uni-trier.de/pid/h/YoSubHan.html', 'https://dblp.uni-trier.de/pid/223/4929.html', 'https://dblp.uni-trier.de/pid/70/1118.html'];146-157;2019;CIAA
5170;81;Marion Oswald;https://dblp.uni-trier.de/pid/97/5256.html;Implementation of Catalytic P Systems.;Aneta Binder, Rudolf Freund, Georg Lojka, Marion Oswald;['https://dblp.uni-trier.de/pid/48/2968.html', 'https://dblp.uni-trier.de/pid/84/472.html', 'https://dblp.uni-trier.de/pid/97/6960.html'];45-56;2004;CIAA
5187;5;Andrzej Ehrenfeucht;https://dblp.uni-trier.de/pid/e/AEhrenfeucht.html;A Formal Framework for Processes Inspired by the Functioning of Living Cells.;Andrzej Ehrenfeucht, Grzegorz Rozenberg;['https://dblp.uni-trier.de/pid/r/GrzegorzRozenberg.html'];25-27;2012;CIAA
5396;458;Javier Esparza;https://dblp.uni-trier.de/pid/e/JEsparza.html;Back to the Future: A Fresh Look at Linear Temporal Logic.;Javier Esparza;[];3-13;2021;CIAA
5498;458;Javier Esparza;https://dblp.uni-trier.de/pid/e/JEsparza.html;FPsolve: A Generic Solver for Fixpoint Equations over Semirings.;Javier Esparza, Michael Luttenberger, Maximilian Schlund;['https://dblp.uni-trier.de/pid/62/964.html', 'https://dblp.uni-trier.de/pid/62/8217.html'];1-15;2014;CIAA
