Author;Title;Co-Authors;No Authors;Year;Pagination
https://dblp.uni-trier.de/pid/95/4315.html;Loops and Overloops for Tree Walking Automata.;['https://dblp.uni-trier.de/pid/50/1007.html', 'https://dblp.uni-trier.de/pid/80/9679.html'];3;2011;166-177
https://dblp.uni-trier.de/pid/95/4315.html;TAGED Approximations for Temporal Properties Model-Checking.;['https://dblp.uni-trier.de/pid/29/1213.html', 'https://dblp.uni-trier.de/pid/50/1007.html'];3;2009;135-144
https://dblp.uni-trier.de/pid/o/JoseNunoOliveira.html;Typed Linear Algebra for Weigthed (Probabilistic) Automata.;[];1;2012;52-65
https://dblp.uni-trier.de/pid/185/0479.html;Semi-linear Lattices and Right One-Way Jumping Finite Automata (Extended Abstract).;['https://dblp.uni-trier.de/pid/h/MarkusHolzer1.html'];2;2019;70-82
https://dblp.uni-trier.de/pid/162/0238.html;Implementation of Code Properties via Transducers.;['https://dblp.uni-trier.de/pid/k/StavrosKonstantinidis.html', 'https://dblp.uni-trier.de/pid/n/NelmaMoreira.html', 'https://dblp.uni-trier.de/pid/30/5254.html'];4;2016;189-201
https://dblp.uni-trier.de/pid/32/6061.html;Implementing WS1S via Finite Automata: Performance Issues.;['https://dblp.uni-trier.de/pid/g/WilliamIGasarch.html'];2;1997;75-86
https://dblp.uni-trier.de/pid/32/6061.html;Implementing WS1S via Finite Automata.;['https://dblp.uni-trier.de/pid/g/WilliamIGasarch.html'];2;1996;50-63
https://dblp.uni-trier.de/pid/93/7172.html;Efficient Parsing Using Filtered-Popping Recursive Transition Networks.;[];1;2009;241-244
https://dblp.uni-trier.de/pid/67/3488.html;Proving Sequential Function Chart Programs Using Automata.;['https://dblp.uni-trier.de/pid/44/4585.html', 'https://dblp.uni-trier.de/pid/98/1205.html'];3;1998;149-163
https://dblp.uni-trier.de/pid/62/4876.html;One-Counter Automata for Parsing and Language Approximation.;[];1;2018;299-311
https://dblp.uni-trier.de/pid/56/5603.html;Size Reduction of Multitape Automata.;['https://dblp.uni-trier.de/pid/45/6004.html', 'https://dblp.uni-trier.de/pid/u/EskoUkkonen.html'];3;2005;307-318
https://dblp.uni-trier.de/pid/56/5603.html;Size Reduction of Multitape Automata.;['https://dblp.uni-trier.de/pid/45/6004.html', 'https://dblp.uni-trier.de/pid/u/EskoUkkonen.html'];3;2004;329-330
https://dblp.uni-trier.de/pid/56/5603.html;Bideterministic Automata and Minimal Representations of Regular Languages.;['https://dblp.uni-trier.de/pid/u/EskoUkkonen.html'];2;2003;61-71
https://dblp.uni-trier.de/pid/27/3868.html;Timing Parameter Characterization of Real-Time Systems.;['https://dblp.uni-trier.de/pid/y/HsuChunYen.html'];2;2003;23-34
https://dblp.uni-trier.de/pid/27/3868.html;TCTL Inevitability Analysis of Dense-Time Systems.;['https://dblp.uni-trier.de/pid/81/171.html', 'https://dblp.uni-trier.de/pid/44/3505-1.html'];3;2003;176-187
https://dblp.uni-trier.de/pid/05/4417.html;Information Extraction from Semi-structured Resources: A Two-Phase Finite State Transducers Approach.;['https://dblp.uni-trier.de/pid/63/9960.html', 'https://dblp.uni-trier.de/pid/37/9960.html'];3;2011;282-289
https://dblp.uni-trier.de/pid/41/6022.html;Cellular Automata on Regular Rooted Trees.;['https://dblp.uni-trier.de/pid/47/5900.html', 'https://dblp.uni-trier.de/pid/96/395.html', 'https://dblp.uni-trier.de/pid/43/5101.html'];4;2012;101-112
https://dblp.uni-trier.de/pid/228/6835.html;How to Settle the ReDoS Problem: Back to the Classical Automata Theory.;['https://dblp.uni-trier.de/pid/321/6407.html', 'https://dblp.uni-trier.de/pid/h/YoSubHan.html'];3;2022;34-49
https://dblp.uni-trier.de/pid/13/2854.html;Using Finite State Technology in Natural Language Processing of Basque.;['https://dblp.uni-trier.de/pid/77/2513.html', 'https://dblp.uni-trier.de/pid/22/987.html', 'https://dblp.uni-trier.de/pid/79/3795.html', 'https://dblp.uni-trier.de/pid/51/3734.html'];5;2001;1-12
