Key;Author-Key;Author;Author-URL;Title;Co-Authors;Co-Author-URLs;Pagination;Year;Venue
560;244;Miguel A. Gutiérrez-Naranjo;https://dblp.uni-trier.de/pid/27/3678.html;Multidimensional Descriptional Complexity of P Systems.;Miguel A. Gutiérrez-Naranjo, Mario J. Pérez-Jiménez, Agustin Riscos-Núñez;['https://dblp.uni-trier.de/pid/p/MarioJPerezJimenez.html', 'https://dblp.uni-trier.de/pid/89/6274.html'];134-145;2005;DCFS
591;35;Jürgen Dassow;https://dblp.uni-trier.de/pid/d/JDassow.html;Descriptional Complexity and Operations - Two Non-classical Cases.;Jürgen Dassow;[];33-44;2017;DCFS
614;35;Jürgen Dassow;https://dblp.uni-trier.de/pid/d/JDassow.html;Production Complexity of Some Operations on Context-Free Languages.;Jürgen Dassow, Ronny Harbich;['https://dblp.uni-trier.de/pid/90/11042.html'];141-154;2012;DCFS
623;35;Jürgen Dassow;https://dblp.uni-trier.de/pid/d/JDassow.html;On Contextual Grammars with Subregular Selection Languages.;Jürgen Dassow, Florin Manea, Bianca Truthe;['https://dblp.uni-trier.de/pid/67/4899.html', 'https://dblp.uni-trier.de/pid/86/3096.html'];135-146;2011;DCFS
624;35;Jürgen Dassow;https://dblp.uni-trier.de/pid/d/JDassow.html;Language Classes Generated by Tree Controlled Grammars with Bounded Nonterminal Complexity.;Sherzod Turaev, Jürgen Dassow, Mohd Hasan Selamat;['https://dblp.uni-trier.de/pid/20/5646.html', 'https://dblp.uni-trier.de/pid/92/1411.html'];289-300;2011;DCFS
636;35;Jürgen Dassow;https://dblp.uni-trier.de/pid/d/JDassow.html;Accepting Hybrid Networks of Evolutionary Processors with Special Topologies and Small Communication.;Jürgen Dassow, Florin Manea;['https://dblp.uni-trier.de/pid/67/4899.html'];68-77;2010;DCFS
651;35;Jürgen Dassow;https://dblp.uni-trier.de/pid/d/JDassow.html;On Two Hierarchies of Subregularly Tree Controlled Languages.;Jürgen Dassow, Bianca Truthe;['https://dblp.uni-trier.de/pid/86/3096.html'];145-156;2008;DCFS
657;35;Jürgen Dassow;https://dblp.uni-trier.de/pid/d/JDassow.html;Nonterminal Complexity of Some Operations on Context-Free Languages.;Jürgen Dassow, Ralf Stiebe;['https://dblp.uni-trier.de/pid/s/RStiebe.html'];162-169;2007;DCFS
661;35;Jürgen Dassow;https://dblp.uni-trier.de/pid/d/JDassow.html;On the Number of Active Symbols in Lindenmayer Systems.;Jürgen Dassow, György Vaszil;['https://dblp.uni-trier.de/pid/85/2384.html'];130-140;2006;DCFS
662;35;Jürgen Dassow;https://dblp.uni-trier.de/pid/d/JDassow.html;On the Degree Complexity of Special Non-Context-Free Languages with Respect to PC Grammar Systems.;Jürgen Dassow, Bianca Truthe;['https://dblp.uni-trier.de/pid/86/3096.html'];241-249;2006;DCFS
672;35;Jürgen Dassow;https://dblp.uni-trier.de/pid/d/JDassow.html;On the Descriptional Complexity of Lindenmayer Systems.;Jürgen Dassow;[];28-36;2004;DCFS
769;182;Kostyantyn Archangelsky;https://dblp.uni-trier.de/pid/18/67.html;A New Measure of Descriptional Complexity of Languages and Formal Power Series: Compactness.;Kostyantyn Archangelsky;[];153-161;2007;DCFS
776;356;Da-Jung Cho;https://dblp.uni-trier.de/pid/139/8217.html;Site-Directed Insertion: Decision Problems, Maximality and Minimality.;Da-Jung Cho, Yo-Sub Han, Kai Salomaa, Taylor J. Smith;['https://dblp.uni-trier.de/pid/h/YoSubHan.html', 'https://dblp.uni-trier.de/pid/02/6009.html', 'https://dblp.uni-trier.de/pid/176/5446.html'];49-61;2018;DCFS
790;356;Da-Jung Cho;https://dblp.uni-trier.de/pid/139/8217.html;The State Complexity of Permutations on Finite Languages over Binary Alphabets.;Alexandros Palioudakis, Da-Jung Cho, Daniel Goc, Yo-Sub Han, Sang-Ki Ko, Kai Salomaa;['https://dblp.uni-trier.de/pid/117/1658.html', 'https://dblp.uni-trier.de/pid/179/4995.html', 'https://dblp.uni-trier.de/pid/h/YoSubHan.html', 'https://dblp.uni-trier.de/pid/71/9491.html', 'https://dblp.uni-trier.de/pid/02/6009.html'];220-230;2015;DCFS
794;356;Da-Jung Cho;https://dblp.uni-trier.de/pid/139/8217.html;State Complexity of Inversion Operations.;Da-Jung Cho, Yo-Sub Han, Sang-Ki Ko, Kai Salomaa;['https://dblp.uni-trier.de/pid/h/YoSubHan.html', 'https://dblp.uni-trier.de/pid/71/9491.html', 'https://dblp.uni-trier.de/pid/02/6009.html'];102-113;2014;DCFS
804;213;Przemyslaw Prusinkiewicz;https://dblp.uni-trier.de/pid/94/892.html;L-systems in Geometric Modeling.;Przemyslaw Prusinkiewicz, Mitra Shirmohammadi, Faramarz Samavati;['https://dblp.uni-trier.de/pid/51/8397.html', 'https://dblp.uni-trier.de/pid/s/FaramarzFSamavati.html'];3-14;2010;DCFS
873;62;Laurette Marais;https://dblp.uni-trier.de/pid/178/0990.html;State Complexity of Unary SV-XNFA with Different Acceptance Conditions.;Laurette Marais, Lynette van Zijl;['https://dblp.uni-trier.de/pid/02/4801.html'];250-261;2017;DCFS
875;62;Laurette Marais;https://dblp.uni-trier.de/pid/178/0990.html;Unary Self-verifying Symmetric Difference Automata.;Laurette Marais, Lynette van Zijl;['https://dblp.uni-trier.de/pid/02/4801.html'];180-191;2016;DCFS
893;9;Alexander Okhotin;https://dblp.uni-trier.de/pid/o/AOkhotin.html;Deterministic One-Way Simulation of Two-Way Deterministic Finite Automata over Small Alphabets.;Viliam Geffert, Alexander Okhotin;['https://dblp.uni-trier.de/pid/54/3483.html'];26-37;2021;DCFS
894;9;Alexander Okhotin;https://dblp.uni-trier.de/pid/o/AOkhotin.html;State Complexity of Union and Intersection on Graph-Walking Automata.;Olga Martynova, Alexander Okhotin;['https://dblp.uni-trier.de/pid/191/3141-1.html'];125-136;2021;DCFS
906;9;Alexander Okhotin;https://dblp.uni-trier.de/pid/o/AOkhotin.html;Longer Shortest Strings in Two-Way Finite Automata.;Stanislav Krymski, Alexander Okhotin;['https://dblp.uni-trier.de/pid/278/3602.html'];104-116;2020;DCFS
907;9;Alexander Okhotin;https://dblp.uni-trier.de/pid/o/AOkhotin.html;State Complexity of GF(2)-inverse and GF(2)-star on Binary Languages.;Alexander Okhotin, Elizaveta Sazhneva;['https://dblp.uni-trier.de/pid/217/0450.html'];142-154;2020;DCFS
920;9;Alexander Okhotin;https://dblp.uni-trier.de/pid/o/AOkhotin.html;State Complexity of GF(2)-Concatenation and GF(2)-Inverse on Unary Languages.;Alexander Okhotin, Elizaveta Sazhneva;['https://dblp.uni-trier.de/pid/217/0450.html'];248-259;2019;DCFS
929;9;Alexander Okhotin;https://dblp.uni-trier.de/pid/o/AOkhotin.html;State Complexity of Unambiguous Operations on Deterministic Finite Automata.;Galina Jirásková, Alexander Okhotin;['https://dblp.uni-trier.de/pid/j/GJiraskova.html'];188-199;2018;DCFS
930;9;Alexander Okhotin;https://dblp.uni-trier.de/pid/o/AOkhotin.html;Further Closure Properties of Input-Driven Pushdown Automata.;Alexander Okhotin, Kai Salomaa;['https://dblp.uni-trier.de/pid/02/6009.html'];224-236;2018;DCFS
940;9;Alexander Okhotin;https://dblp.uni-trier.de/pid/o/AOkhotin.html;The Quotient Operation on Input-Driven Pushdown Automata.;Alexander Okhotin, Kai Salomaa;['https://dblp.uni-trier.de/pid/02/6009.html'];299-310;2017;DCFS
969;9;Alexander Okhotin;https://dblp.uni-trier.de/pid/o/AOkhotin.html;Improved Normal Form for Grammars with One-Sided Contexts.;Alexander Okhotin;[];205-216;2013;DCFS
982;9;Alexander Okhotin;https://dblp.uni-trier.de/pid/o/AOkhotin.html;On the Number of Nonterminal Symbols in Unambiguous Conjunctive Grammars.;Artur Jez, Alexander Okhotin;['https://dblp.uni-trier.de/pid/74/6087.html'];183-195;2012;DCFS
994;9;Alexander Okhotin;https://dblp.uni-trier.de/pid/o/AOkhotin.html;State Complexity of Operations on Two-Way Deterministic Finite Automata over a Unary Alphabet.;Michal Kunc, Alexander Okhotin;['https://dblp.uni-trier.de/pid/82/3483.html'];222-234;2011;DCFS
1020;9;Alexander Okhotin;https://dblp.uni-trier.de/pid/o/AOkhotin.html;Nondeterministic State Complexity of Positional Addition.;Galina Jirásková, Alexander Okhotin;['https://dblp.uni-trier.de/pid/j/GJiraskova.html'];151-161;2009;DCFS
1050;9;Alexander Okhotin;https://dblp.uni-trier.de/pid/o/AOkhotin.html;Enumeration of Context-Free Languages and Related Structures.;Michael Domaratzki, Alexander Okhotin, Jeffrey O. Shallit;['https://dblp.uni-trier.de/pid/30/3872.html', 'https://dblp.uni-trier.de/pid/s/JeffreyShallit.html'];85-96;2005;DCFS
1051;9;Alexander Okhotin;https://dblp.uni-trier.de/pid/o/AOkhotin.html;State complexity of cyclic shift.;Galina Jirásková, Alexander Okhotin;['https://dblp.uni-trier.de/pid/j/GJiraskova.html'];182-193;2005;DCFS
1059;9;Alexander Okhotin;https://dblp.uni-trier.de/pid/o/AOkhotin.html;A characterization of the arithmetical hierarchy by language equations.;Alexander Okhotin;[];225-237;2004;DCFS
1068;9;Alexander Okhotin;https://dblp.uni-trier.de/pid/o/AOkhotin.html;On the Number of Nonterminals in Linear Conjunctive Grammars.;Alexander Okhotin;[];274-283;2003;DCFS
1075;9;Alexander Okhotin;https://dblp.uni-trier.de/pid/o/AOkhotin.html;State complexity of linear conjunctive languages.;Alexander Okhotin;[];256-270;2002;DCFS
1093;268;Holger Petersen;https://dblp.uni-trier.de/pid/p/HolgerPetersen.html;A Note on Pushdown Automata Systems.;Holger Petersen;[];342-351;2014;DCFS
1096;268;Holger Petersen;https://dblp.uni-trier.de/pid/p/HolgerPetersen.html;The Power of Centralized PC Systems of Pushdown Automata.;Holger Petersen;[];241-252;2013;DCFS
1099;268;Holger Petersen;https://dblp.uni-trier.de/pid/p/HolgerPetersen.html;Bounded Counter Languages.;Holger Petersen;[];266-279;2012;DCFS
1123;268;Holger Petersen;https://dblp.uni-trier.de/pid/p/HolgerPetersen.html;Complexity Results for Prefix Grammars.;Holger Petersen;[];295-302;2003;DCFS
1181;287;Guangwu Liu;https://dblp.uni-trier.de/pid/53/5708.html;Estimation of State Complexity of Combined Operations.;Zoltán Ésik, Yuan Gao, Guangwu Liu, Sheng Yu;['https://dblp.uni-trier.de/pid/e/ZoltanEsik.html', 'https://dblp.uni-trier.de/pid/76/2452-1.html', 'https://dblp.uni-trier.de/pid/y/ShengYu.html'];168-181;2008;DCFS
1194;141;Juan Castellanos;https://dblp.uni-trier.de/pid/04/1903.html;Uniform Distributed Pushdown Automata Systems.;Fernando Arroyo, Juan Castellanos, Victor Mitrana;['https://dblp.uni-trier.de/pid/74/2719.html', 'https://dblp.uni-trier.de/pid/86/4985.html'];64-75;2012;DCFS
1198;141;Juan Castellanos;https://dblp.uni-trier.de/pid/04/1903.html;On the Degree of Team Cooperation in CD Grammar Systems.;Fernando Arroyo, Juan Castellanos, Victor Mitrana;['https://dblp.uni-trier.de/pid/74/2719.html', 'https://dblp.uni-trier.de/pid/86/4985.html'];68-79;2011;DCFS
1237;19;Jean Néraud;https://dblp.uni-trier.de/pid/n/JNeraud.html;Gray Cycles of Maximum Length Related to k-Character Substitutions.;Jean Néraud;[];137-149;2021;DCFS
1280;395;K. S. Sunil;https://dblp.uni-trier.de/pid/148/1810.html;On the Complexity of L-reachability.;Balagopal Komarath, Jayalal Sarma, K. S. Sunil;['https://dblp.uni-trier.de/pid/124/2629.html', 'https://dblp.uni-trier.de/pid/75/2295.html'];258-269;2014;DCFS
1353;403;Madhu Mutyam;https://dblp.uni-trier.de/pid/m/MadhuMutyam.html;Complexity Issues in Rewriting P Systems.;Madhu Mutyam;[];148-159;2002;DCFS
1358;116;Carla Selmi;https://dblp.uni-trier.de/pid/s/CSelmi.html;Bad Pictures: Some Structural Properties Related to Overlaps.;Marcella Anselmo, Dora Giammarresi, Maria Madonia, Carla Selmi;['https://dblp.uni-trier.de/pid/91/3140.html', 'https://dblp.uni-trier.de/pid/13/1566.html', 'https://dblp.uni-trier.de/pid/74/2120.html'];13-25;2020;DCFS
1426;383;Sergiu Ivanov;https://dblp.uni-trier.de/pid/49/9126-1.html;Small Universal Non-deterministic Petri Nets with Inhibitor Arcs.;Sergiu Ivanov, Elisabeth Pelz, Sergey Verlan;['https://dblp.uni-trier.de/pid/81/54.html', 'https://dblp.uni-trier.de/pid/74/5151.html'];186-197;2014;DCFS
1462;229;Ondrej Klíma;https://dblp.uni-trier.de/pid/186/0114.html;Descriptional Complexity of Biautomata.;Galina Jirásková, Ondrej Klíma;['https://dblp.uni-trier.de/pid/j/GJiraskova.html'];196-208;2012;DCFS
1473;229;Ondrej Klíma;https://dblp.uni-trier.de/pid/186/0114.html;Descriptional Complexity of the Languages KaL: Automata, Monoids and Varieties.;Ondrej Klíma, Libor Polák;['https://dblp.uni-trier.de/pid/73/3073.html'];130-138;2010;DCFS
1490;415;Marco Vignati;https://dblp.uni-trier.de/pid/223/1277.html;A Local Limit Property for Pattern Statistics in Bicomponent Stochastic Models.;Massimiliano Goldwurm, Jianyi Lin, Marco Vignati;['https://dblp.uni-trier.de/pid/69/1383.html', 'https://dblp.uni-trier.de/pid/98/4569.html'];114-125;2018;DCFS
1519;100;Mikhail V. Volkov;https://dblp.uni-trier.de/pid/78/4640.html;Completely Reachable Automata.;Eugenija A. Bondar, Mikhail V. Volkov;['https://dblp.uni-trier.de/pid/183/0003.html'];1-17;2016;DCFS
1559;58;Kent Kwee;https://dblp.uni-trier.de/pid/163/7357.html;A Pumping Lemma for Ordered Restarting Automata.;Kent Kwee, Friedrich Otto;['https://dblp.uni-trier.de/pid/03/67.html'];226-237;2017;DCFS
1562;58;Kent Kwee;https://dblp.uni-trier.de/pid/163/7357.html;On Some Decision Problems for Stateless Deterministic Ordered Restarting Automata.;Kent Kwee, Friedrich Otto;['https://dblp.uni-trier.de/pid/03/67.html'];165-176;2015;DCFS
1576;291;Yusuke Saito;https://dblp.uni-trier.de/pid/47/4966.html;Equivalent Transformation of Minimal Finite Automata over a Two-Letter Alphabet.;Akihiro Matsuura, Yusuke Saito;['https://dblp.uni-trier.de/pid/34/3859.html'];224-232;2008;DCFS
1612;157;Oscar H. Ibarra;https://dblp.uni-trier.de/pid/i/OscarHIbarra.html;State Grammars with Stores.;Oscar H. Ibarra, Ian McQuillan;['https://dblp.uni-trier.de/pid/85/1477.html'];163-174;2018;DCFS
1646;157;Oscar H. Ibarra;https://dblp.uni-trier.de/pid/i/OscarHIbarra.html;On the Complexity and Decidability of Some Problems Involving Shuffle.;Joey Eremondi, Oscar H. Ibarra, Ian McQuillan;['https://dblp.uni-trier.de/pid/136/0877.html', 'https://dblp.uni-trier.de/pid/85/1477.html'];105-116;2015;DCFS
1655;157;Oscar H. Ibarra;https://dblp.uni-trier.de/pid/i/OscarHIbarra.html;Automata with Reversal-Bounded Counters: A Survey.;Oscar H. Ibarra;[];5-22;2014;DCFS
1686;157;Oscar H. Ibarra;https://dblp.uni-trier.de/pid/i/OscarHIbarra.html;On Synchronized Multitape and Multihead Automata.;Oscar H. Ibarra, Nicholas Q. Trân;['https://dblp.uni-trier.de/pid/t/NicholasQTran.html'];184-197;2011;DCFS
1711;157;Oscar H. Ibarra;https://dblp.uni-trier.de/pid/i/OscarHIbarra.html;On Languages Accepted by P/T Systems Composed of joins.;Pierluigi Frisco, Oscar H. Ibarra;['https://dblp.uni-trier.de/pid/09/2388.html'];111-120;2009;DCFS
1772;157;Oscar H. Ibarra;https://dblp.uni-trier.de/pid/i/OscarHIbarra.html;On P Systems Operating in Sequential Mode.;Zhe Dang, Oscar H. Ibarra;['https://dblp.uni-trier.de/pid/51/5888.html'];164-177;2004;DCFS
2008;120;Zoltán Fülöp;https://dblp.uni-trier.de/pid/f/ZoltanFulop1.html;Crisp-Determinization of Weighted Tree Automata over Additively Locally Finite and Past-Finite Monotonic Strong Bimonoids Is Decidable.;Manfred Droste, Zoltán Fülöp, Dávid Kószó, Heiko Vogler;['https://dblp.uni-trier.de/pid/d/ManfredDroste.html', 'https://dblp.uni-trier.de/pid/255/4896.html', 'https://dblp.uni-trier.de/pid/v/HeikoVogler.html'];39-51;2020;DCFS
2100;78;Derek Kisman;https://dblp.uni-trier.de/pid/39/1283.html;On the Number of Distinct Languages Accepted by Finite Automata with n States.;Michael Domaratzki, Derek Kisman, Jeffrey O. Shallit;['https://dblp.uni-trier.de/pid/30/3872.html', 'https://dblp.uni-trier.de/pid/s/JeffreyShallit.html'];67-78;2001;DCFS
2114;97;Erkki Mäkinen;https://dblp.uni-trier.de/pid/31/1171.html;Searching for Traces of Communication in Szilard Languages of Parallel Communicating Grammar Systems - Complexity Views.;Liliana Cojocaru, Erkki Mäkinen;['https://dblp.uni-trier.de/pid/23/293.html'];42-53;2013;DCFS
2152;97;Erkki Mäkinen;https://dblp.uni-trier.de/pid/31/1171.html;On the Complexity of a Problem on Monadic String Rewriting Systems.;Ferucio Laurentiu Tiplea, Erkki Mäkinen;['https://dblp.uni-trier.de/pid/16/4077.html'];187-194;2001;DCFS
2214;435;Hendrik Maarand;https://dblp.uni-trier.de/pid/199/2222.html;Yet Another Canonical Nondeterministic Automaton.;Hendrik Maarand, Hellis Tamm;['https://dblp.uni-trier.de/pid/56/5603.html'];184-196;2022;DCFS
2236;209;Brian Cloteaux;https://dblp.uni-trier.de/pid/04/3095.html;Some Separation Results Between Classes of Pointer Algorithms.;Brian Cloteaux, Desh Ranjan;['https://dblp.uni-trier.de/pid/r/DeshRanjan.html'];232-240;2006;DCFS
2246;177;Remco Loos;https://dblp.uni-trier.de/pid/08/3689.html;Small Universal Accepting Networks of Evolutionary Processors with Filtered Connections.;Remco Loos, Florin Manea, Victor Mitrana;['https://dblp.uni-trier.de/pid/67/4899.html', 'https://dblp.uni-trier.de/pid/86/4985.html'];173-182;2009;DCFS
2254;177;Remco Loos;https://dblp.uni-trier.de/pid/08/3689.html;Descriptional Complexity of Splicing Systems.;Remco Loos, Andreas Malcher, Detlef Wotschke;['https://dblp.uni-trier.de/pid/58/2201.html', 'https://dblp.uni-trier.de/pid/35/5696.html'];93-104;2007;DCFS
2261;198;Bianca Popa;https://dblp.uni-trier.de/pid/83/4617.html;On Trace Languages Generated by (Small) Spiking Neural P Systems.;Haiming Chen, Mihai Ionescu, Andrei Paun, Gheorghe Paun, Bianca Popa;['https://dblp.uni-trier.de/pid/75/248.html', 'https://dblp.uni-trier.de/pid/i/MihaiIonescu.html', 'https://dblp.uni-trier.de/pid/93/263.html', 'https://dblp.uni-trier.de/pid/p/GPaun.html'];94-105;2006;DCFS
2279;161;Kamal Lodaya;https://dblp.uni-trier.de/pid/l/KamalLodaya.html;Kleene Theorems for Product Systems.;Kamal Lodaya, Madhavan Mukund, Ramchandra Phawade;['https://dblp.uni-trier.de/pid/53/2323.html', 'https://dblp.uni-trier.de/pid/73/9959.html'];235-247;2011;DCFS
2311;39;Sylvie Davies;https://dblp.uni-trier.de/pid/160/8228.html;State Complexity of Single-Word Pattern Matching in Regular Languages.;Janusz A. Brzozowski, Sylvie Davies, Abhishek Madan;['https://dblp.uni-trier.de/pid/b/JABrzozowski.html', 'https://dblp.uni-trier.de/pid/222/1721.html'];86-97;2019;DCFS
2312;39;Sylvie Davies;https://dblp.uni-trier.de/pid/160/8228.html;Square, Power, Positive Closure, and Complementation on Star-Free Languages.;Sylvie Davies, Michal Hospodár;['https://dblp.uni-trier.de/pid/182/6122.html'];98-110;2019;DCFS
2314;39;Sylvie Davies;https://dblp.uni-trier.de/pid/160/8228.html;Most Complex Deterministic Union-Free Regular Languages.;Janusz A. Brzozowski, Sylvie Davies;['https://dblp.uni-trier.de/pid/b/JABrzozowski.html'];37-48;2018;DCFS
2315;39;Sylvie Davies;https://dblp.uni-trier.de/pid/160/8228.html;A New Technique for Reachability of States in Concatenation Automata.;Sylvie Davies;[];75-87;2018;DCFS
2320;39;Sylvie Davies;https://dblp.uni-trier.de/pid/160/8228.html;Most Complex Non-returning Regular Languages.;Janusz A. Brzozowski, Sylvie Davies;['https://dblp.uni-trier.de/pid/b/JABrzozowski.html'];89-101;2017;DCFS
2348;248;Christos A. Kapoutsis;https://dblp.uni-trier.de/pid/71/6552.html;Minicomplexity.;Christos A. Kapoutsis;[];20-42;2012;DCFS
2360;248;Christos A. Kapoutsis;https://dblp.uni-trier.de/pid/71/6552.html;Deterministic moles cannot solve liveness.;Christos A. Kapoutsis;[];194-205;2005;DCFS
2362;248;Christos A. Kapoutsis;https://dblp.uni-trier.de/pid/71/6552.html;From k + 1 to k heads the descriptive trade-off is non-recursive.;Christos A. Kapoutsis;[];213-224;2004;DCFS
2368;136;Denis Thérien;https://dblp.uni-trier.de/pid/t/DenisTherien.html;The Power of Diversity.;Denis Thérien;[];43-54;2011;DCFS
2470;423;Szilárd Zsolt Fazekas;https://dblp.uni-trier.de/pid/27/4709.html;Clusters of Repetition Roots Forming Prefix Chains.;Szilárd Zsolt Fazekas, Robert Mercas;['https://dblp.uni-trier.de/pid/20/2344.html'];43-56;2022;DCFS
2501;81;Takahiro Kunai;https://dblp.uni-trier.de/pid/23/6046.html;Finite Codes over Free Binoids.;Kosaburo Hashiguchi, Takahiro Kunai, Shuji Jimbo;['https://dblp.uni-trier.de/pid/98/6078.html', 'https://dblp.uni-trier.de/pid/77/5163.html'];91-101;2001;DCFS
2505;5;António Machiavelo;https://dblp.uni-trier.de/pid/21/4601.html;On the Uniform Distribution of Regular Expressions.;Sabine Broda, António Machiavelo, Nelma Moreira, Rogério Reis;['https://dblp.uni-trier.de/pid/42/4087.html', 'https://dblp.uni-trier.de/pid/n/NelmaMoreira.html', 'https://dblp.uni-trier.de/pid/30/5254.html'];13-25;2021;DCFS
2506;5;António Machiavelo;https://dblp.uni-trier.de/pid/21/4601.html;Partial Derivative Automaton by Compressing Regular Expressions.;Stavros Konstantinidis, António Machiavelo, Nelma Moreira, Rogério Reis;['https://dblp.uni-trier.de/pid/k/StavrosKonstantinidis.html', 'https://dblp.uni-trier.de/pid/n/NelmaMoreira.html', 'https://dblp.uni-trier.de/pid/30/5254.html'];100-112;2021;DCFS
2515;5;António Machiavelo;https://dblp.uni-trier.de/pid/21/4601.html;On the Average Complexity of Strong Star Normal Form.;Sabine Broda, António Machiavelo, Nelma Moreira, Rogério Reis;['https://dblp.uni-trier.de/pid/42/4087.html', 'https://dblp.uni-trier.de/pid/n/NelmaMoreira.html', 'https://dblp.uni-trier.de/pid/30/5254.html'];77-88;2017;DCFS
